"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"dcache_power",162926292.2405,90115685.0753,71691665.9329,71691665.9329," total power usage of dcache",71691665.9329,162926292.2405,91234626.3076,43424059.7225576,0.475960295777967
"issue_stage_power",929115065.4674,513900116.9676,408833994.5634,408833994.5634," total power usage of issue stage",408833994.5634,929115065.4674,520281070.904,247633132.391081,0.475960295770156
"icache_power",66321306.3636,36682783.8337,29183042.6802,29183042.6802," total power usage of icache",29183042.6802,66321306.3636,37138263.6834,17676338.9670342,0.475960295767276
"bpred_power",121108884.8334,66986181.1578,53290955.0315,53290955.0315," total power usage of bpred unit",53290955.0315,121108884.8334,67817929.8019,32278641.9268333,0.475960295767226
"alu_power",507159082.0731,280513276.869,223162750.3422,223162750.3422," total power usage of alu",223162750.3422,507159082.0731,283996331.7309,135170978.047444,0.475960295767219
"sim_cycle",26775481,14809708,11781885,11781885," total simulation time in cycles",11781885,26775481,14993596,7136356.38677411,0.475960295767213
"falu_power",382381847.8477,211498105.6533,168257629.2593,168257629.2593," total power usage of falu",168257629.2593,382381847.8477,214124218.5884,101914626.410257,0.475960295767209
"fetch_stage_power",187430191.197,103668964.9915,82473997.7116,82473997.7116," total power usage of fetch stage",82473997.7116,187430191.197,104956193.4854,49954980.8939096,0.475960295767192
"window_power",59021712.6919,32645326.9229,25971037.8913,25971037.8913," total power usage of instruction window",25971037.8913,59021712.6919,33050674.8006,15730808.9533983,0.475960295767177
"lsq_power",25789607.4456,14264414.3639,11348075.8463,11348075.8463," total power usage of load/store queue",11348075.8463,25789607.4456,14441531.5993,6873595.65133187,0.475960295767039
"resultbus_power",61517815.9035,34025939.2845,27069386.0835,27069386.0835," total power usage of resultbus",27069386.0835,61517815.9035,34448429.82,16396084.845266,0.475960295750455
"sim_CPI",1.0407,0.5756,0.4579,0.4579," cycles per instruction",0.4579,1.0407,0.5828,0.277389057402535,0.475959261157403
"lsq_power_cc3",4369933.9827,3327405.4977,3059969.5436,3059951.8386," total power usage of lsq_cc3",3059951.8386,4369933.9827,1309982.1441,623296.287305686,0.475805178042263
"bpred_bimod.retstack_pushes",323826,337936,341568,341568," total number of address pushed onto ret-addr stack",323826,341568,17742,8441.1298414371,0.475771042804481
"clock_power",696058293.8041,385390991.9803,307477421.2939,308894075.2205," total power usage of clock",307477421.2939,696058293.8041,388580872.5102,184691117.981241,0.475296472490144
"alu_power_cc1",128277016.8088,80886332.7499,67957703.8125,67957703.8125," total power usage of alu_cc1",67957703.8125,128277016.8088,60319312.9963,28660389.1411469,0.475144488845636
"dcache_power_cc1",51707887.5364,40566615.8257,37455275.4655,37455275.4655," total power usage of dcache_cc1",37455275.4655,51707887.5364,14252612.0709,6768571.45620349,0.474900419834136
"total_regfile_access",44527100,36173707,33827079,33827079," total number accesses of arch. regfile",33827079,44527100,10700021,5080792.25575844,0.47483946580651
"clock_power_cc1",275869418.3257,174228784.7115,149533291.1284,150559054.3292," total power usage of clock_cc1",149533291.1284,275869418.3257,126336127.1973,59976035.8334001,0.474733848218532
"total_power",1910401340.1207,1058486212.3104,845800290.3778,853655984.3407," total power per cycle",845800290.3778,1910401340.1207,1064601049.7429,505230802.263876,0.474572895063262
"issue_stage_power_cc1",277963820.0786,176997300.1451,153472998.4777,152091554.0089," total power usage of issue stage_cc1",152091554.0089,277963820.0786,125872266.0697,59659888.48201,0.473971672592071
"fetch_stage_power_cc3",83766500.2131,48590818.0871,37708124.4408,37708124.4408," total power usage of fetch stage_cc3",37708124.4408,83766500.2131,46058375.7723,21826861.533045,0.473895598076471
"avg_total_power_insn",73.8152,40.1908,31.1517,31.4411," average total power per insn",31.1517,73.8152,42.6635,20.2169178117404,0.473869181190957
"ul2.misses",9355,9375,9390,9390," total number of misses",9355,9390,35,16.583123951777,0.473803541479343
"total_power_cycle_cc1",709172053.3181,443888225.5864,379441530.8486,383911850.3612," total power per cycle_cc1",379441530.8486,709172053.3181,329730522.4695,156168299.209507,0.47362403104175
"icache_power_cc3",64757665.3091,34887673.3174,25338760.9913,25338760.9913," total power usage of icache_cc3",25338760.9913,64757665.3091,39418904.3178,18668779.4415325,0.473599653887449
"avg_total_power_insn_nofp_nod2",54.6859,29.7933,23.1281,23.4175," average total power per insn",23.1281,54.6859,31.5578,14.9399034557345,0.473413972321723
"fetch_stage_power_cc2",73199250.6473,43303539.8265,33526941.8149,33526941.8149," total power usage of fetch stage_cc2",33526941.8149,73199250.6473,39672308.8324,18780977.608182,0.473402687187283
"icache_power_cc1",64583927.4152,34688216.5942,24911618.5825,24911618.5825," total power usage of icache_cc1",24911618.5825,64583927.4152,39672308.8327,18780977.6083228,0.473402687187253
"icache_power_cc2",64583927.4152,34688216.5942,24911618.5825,24911618.5825," total power usage of icache_cc2",24911618.5825,64583927.4152,39672308.8327,18780977.6083228,0.473402687187253
"fetch_stage_power_cc1",81757702.3497,50796198.2097,40662277.7359,40662277.7359," total power usage of fetch stage_cc1",40662277.7359,81757702.3497,41095424.6138,19454380.9875969,0.473395303015414
"total_power_cycle_cc3",421172607.7078,310658113.311,285445686.151,283475234.6186," total power per cycle_cc3",283475234.6186,421172607.7078,137697373.0892,65175580.3703082,0.473324791229587
"bpred_power_cc1",17173774.9345,16107981.6155,15750659.1534,15750659.1534," total power usage of bpred unit_cc1",15750659.1534,17173774.9345,1423115.7811,673411.163127648,0.473194923470762
"lsq_power_cc2",2257661.6917,2272645.2936,2283391.2911,2283373.5861," total power usage of lsq_cc2",2257661.6917,2283391.2911,25729.5994000002,12173.0411172993,0.473114288646843
"issue_stage_power_cc3",162767977.4175,130359321.8817,124612382.1391,123602139.5917," total power usage of issue stage_cc3",123602139.5917,162767977.4175,39165837.8258,18528897.8719594,0.473088254983114
"ul2.replacements",5283,5303,5317,5317," total number of replacements",5283,5317,34,16.0831174424198,0.473032865953522
"regfile_power_cc1",71509588.7267,39430031.6563,31673013.4037,31138030.3723," total power usage of arch. regfile_cc1",31138030.3723,71509588.7267,40371558.3544,19094345.2876537,0.472965277189324
"avg_lsq_power_cc1",0.1686,0.2423,0.2931,0.2931," avg power usage of lsq_cc1",0.1686,0.2931,0.1245,0.0588737844885141,0.472881803120595
"window_power_cc3",22185308.9423,20806930.995,21066204.7891,20784876.7476," total power usage of instruction window_cc3",20784876.7476,22185308.9423,1400432.1947,662091.695583922,0.472776688574884
"max_cycle_power_cc2",23.9475,30.112,35.9053,35.6855," maximum cycle power usage of cc2",23.9475,35.9053,11.9578,5.65276646334931,0.472726292741918
"avg_icache_access",0.9738,1.801,2.3513,2.3513," avg number accesses of icache",0.9738,2.3513,1.3775,0.650956509043935,0.472563708924817
"avg_total_power_insn_cc1",27.4014,16.8545,13.9752,14.1399," average total power per insn_cc1",13.9752,27.4014,13.4262,6.34464259592296,0.472556836329189
"dtlb.accesses",9062156,9112012,9130335,9130335," total number of accesses",9062156,9130335,68179,32215.2105327075,0.472509284863484
"dtlb.hits",9062073,9111929,9130252,9130252," total number of hits",9062073,9130252,68179,32215.2105327075,0.472509284863484
"window_power_cc2",21965124.1401,20632637.6815,20893975.2074,20612647.1659," total power usage of instruction window_cc2",20612647.1659,21965124.1401,1352476.9742,639004.209311228,0.472469566211435
"il1.misses",22772,22799,22809,22809," total number of misses",22772,22809,37,17.480942003603,0.472457891989272
"sim_exec_BW",0.9666,1.7783,2.3045,2.3045," total instructions (mis-spec + committed) per cycle",0.9666,2.3045,1.3379,0.631966678314609,0.472357185376044
"ifq_rate",0.9666,1.7783,2.3045,2.3045," avg IFQ dispatch rate (insn/cycle)",0.9666,2.3045,1.3379,0.631966678314609,0.472357185376044
"ruu_rate",0.9666,1.7783,2.3045,2.3045," avg RUU dispatch rate (insn/cycle)",0.9666,2.3045,1.3379,0.631966678314609,0.472357185376044
"lsq_rate",0.9666,1.7783,2.3045,2.3045," avg LSQ dispatch rate (insn/cycle)",0.9666,2.3045,1.3379,0.631966678314609,0.472357185376044
"avg_rename_access",0.9666,1.7783,2.3045,2.3045," avg number accesses of rename unit",0.9666,2.3045,1.3379,0.631966678314609,0.472357185376044
"resultbus_power_cc3",14979865.4155,13638081.4057,14478378.201,13749481.4002," total power usage of resultbus_cc3",13638081.4057,14979865.4155,1341784.0098,633477.031256212,0.472115501920935
"avg_alu_power_cc3",2.6568,3.6155,4.212,4.212," avg power usage of alu_cc3",2.6568,4.212,1.5552,0.734167571130733,0.472072769502786
"il1.replacements",22299,22324,22334,22334," total number of replacements",22299,22334,35,16.5201896679992,0.472005419085691
"avg_alu_power_cc2",1.2418,2.2676,2.8947,2.8947," avg power usage of alu_cc2",1.2418,2.8947,1.6529,0.78011384211964,0.471966750632004
"avg_alu_access",0.961,1.7557,2.2384,2.2384," avg number accesses of alu",0.961,2.2384,1.2774,0.602843829279192,0.471930350148107
"avg_window_access",4.0196,6.7757,8.4478,8.4478," avg number accesses of instruction window",4.0196,8.4478,4.4282,2.08977340298735,0.471923897517581
"avg_resultbus_access",1.0619,1.9374,2.4644,2.4644," avg number accesses of resultbus",1.0619,2.4644,1.4025,0.661813842783603,0.471881527831446
"max_cycle_power_cc3",26.5498,32.9063,38.6421,38.4146," maximum cycle power usage of cc3",26.5498,38.6421,12.0923,5.70595315847113,0.471866655513933
"avg_dcache_power_cc3",1.4451,2.2064,2.6558,2.6558," avg power usage of dcache_cc3",1.4451,2.6558,1.2107,0.571189357831534,0.471784387405248
"avg_lsq_access",0.3385,0.6157,0.7782,0.7782," avg number accesses of lsq",0.3385,0.7782,0.4397,0.207429610550985,0.471752582558529
"avg_lsq_power_cc2",0.0843,0.1535,0.1938,0.1938," avg power usage of instruction lsq_cc2",0.0843,0.1938,0.1095,0.0516537510738572,0.471723754099152
"avg_bpred_power_cc3",0.7099,0.9253,1.0499,1.0499," avg power usage of bpred unit_cc3",0.7099,1.0499,0.34,0.160376504929286,0.471695602733194
"avg_bpred_access",0.1423,0.2572,0.3233,0.3233," avg number accesses of bpred unit",0.1423,0.3233,0.181,0.0853729221318641,0.471673602938476
"avg_bpred_power_cc2",0.3218,0.5817,0.7312,0.7312," avg power usage of bpred unit_cc2",0.3218,0.7312,0.4094,0.193103001443962,0.47167318379082
"sim_IPC",0.9609,1.7373,2.1838,2.1838," instructions per cycle",0.9609,2.1838,1.2229,0.576808047216172,0.471672293087065
"avg_dcache2_power_cc3",0.4258,0.4298,0.4321,0.4321," avg power usage of dcache2_cc3",0.4258,0.4321,0.00629999999999997,0.00297153159162071,0.471671681209639
"avg_lsq_power_cc3",0.1632,0.2247,0.2597,0.2597," avg power usage of instruction lsq_cc3",0.1632,0.2597,0.0965,0.0455125898332904,0.471633055267259
"avg_dcache_power_cc2",1.0297,1.8711,2.3491,2.3491," avg power usage of dcache_cc2",1.0297,2.3491,1.3194,0.622264324865246,0.471626743114481
"avg_dcache_access",0.3384,0.615,0.7721,0.7721," avg number accesses of dcache",0.3384,0.7721,0.4337,0.204544159861222,0.47162591621218
"avg_dcache2_power_cc1",0.0102,0.0185,0.0232,0.0232," avg power usage of dcache2_cc1",0.0102,0.0232,0.013,0.00613100046213231,0.471615420164024
"avg_dcache2_access",0.0028,0.0051,0.0064,0.0064," avg number accesses of dcache2",0.0028,0.0064,0.0036,0.00169779268463496,0.471609079065268
"avg_dcache2_power_cc2",0.006,0.0108,0.0135,0.0135," avg power usage of dcache2_cc2",0.006,0.0135,0.0075,0.00353694783676548,0.471593044902064
"avg_bpred_power_cc1",0.6414,1.0877,1.3369,1.3369," avg power usage of bpred unit_cc1",0.6414,1.3369,0.6955,0.327976811934421,0.471569823054524
"avg_regfile_access",1.663,2.4426,2.8711,2.8711," avg number accesses of arch. regfile",1.663,2.8711,1.2081,0.569649883700506,0.471525439699119
"avg_alu_power_cc1",4.7908,5.4617,5.768,5.768," avg power usage of alu_cc1",4.7908,5.768,0.9772,0.460758963559039,0.471509377362914
"avg_dcache_power_cc1",1.9312,2.7392,3.1791,3.1791," avg power usage of dcache_cc1",1.9312,3.1791,1.2479,0.5883874035588,0.471502046284799
"avg_total_power_insn_cc3",16.2735,11.7957,10.5133,10.4407," average total power per insn_cc3",10.4407,16.2735,5.8328,2.74981814913884,0.471440500126669
"ul2.miss_rate",0.1235,0.1237,0.1238,0.1238," miss rate (i.e., misses/ref)",0.1235,0.1238,0.000299999999999995,0.000141421356237307,0.471404520791032
"ul2.repl_rate",0.0698,0.07,0.0701,0.0701," replacement rate (i.e., repls/ref)",0.0698,0.0701,0.000299999999999995,0.000141421356237307,0.471404520791032
"bpred_power_cc2",8615323.2321,8615323.2323,8615323.2324,8615323.2324," total power usage of bpred unit_cc2",8615323.2321,8615323.2324,0.000299999490380287,0.000141421116000273,0.471404520791032
"clock_power_cc3",159867635.8957,119570927.9873,110944338.7461,109582159.8553," total power usage of clock_cc3",109582159.8553,159867635.8957,50285476.0404,23667825.972042,0.470669223714358
"total_power_cycle_cc2",305269476.674,251871044.0459,239906016.3759,237907066.0576," total power per cycle_cc2",237907066.0576,305269476.674,67362410.6164,31627545.067694,0.469513260856997
"regfile_power_cc3",12691809.6627,9790142.8549,9261349.3085,9119214.5481," total power usage of arch. regfile_cc3",9119214.5481,12691809.6627,3572595.1146,1675836.4591994,0.469080991672081
"avg_issue_power_cc2",3.7014,6.592,8.43,8.3443," average power of issue unit per cycle_cc2",3.7014,8.43,4.7286,2.21223662293014,0.467841776198058
"avg_issue_power_cc3",6.079,8.8023,10.5766,10.4909," average power of issue unit per cycle_cc3",6.079,10.5766,4.4976,2.10389490390244,0.46778168443224
"avg_total_power_insn_cc2",11.7952,9.5636,8.836,8.7624," average total power per insn_cc2",8.7624,11.7952,3.0328,1.41749542033358,0.467388360700863
"avg_total_power_cycle_cc2",11.4011,17.0072,20.3623,20.1926," average total power per cycle_cc2",11.4011,20.3623,8.9612,4.18782165093023,0.467328220654626
"avg_total_power_cycle_cc3",15.7298,20.9767,24.2275,24.0603," average total power per cycle_cc3",15.7298,24.2275,8.4977,3.97117048855456,0.467322980165758
"resultbus_power_cc1",43224506.1997,24426515.3218,20806109.0753,19742721.1605," total power usage of resultbus_cc1",19742721.1605,43224506.1997,23481785.0392,10967829.0251253,0.46707816321527
"avg_window_power_cc3",0.8286,1.405,1.788,1.7641," avg power usage of instruction window_cc3",0.8286,1.788,0.9594,0.447591572567372,0.466532804427113
"avg_window_power_cc2",0.8203,1.3932,1.7734,1.7495," avg power usage of instruction window_cc2",0.8203,1.7734,0.9531,0.444606530166468,0.466484660755921
"regfile_power_cc2",11402976.4033,9122374.2257,8697493.1755,8555358.4151," total power usage of arch. regfile_cc2",8555358.4151,11402976.4033,2847617.9882,1327652.91402738,0.466232802127576
"clock_power_cc2",119488912.0456,99490789.8526,95523188.6311,94240316.577," total power usage of clock_cc2",94240316.577,119488912.0456,25248595.4686,11749920.0456191,0.465369254310868
"avg_clock_power_cc2",4.4626,6.7179,8.1076,7.9987," avg power usage of clock_cc2",4.4626,8.1076,3.645,1.69459877847236,0.464910501638506
"max_cycle_power_cc1",44.2836,52.0921,56.9059,57.3508," maximum cycle power usage of cc1",44.2836,57.3508,13.0672,6.0695371701638,0.464486437045718
"avg_clock_power_cc1",10.3031,11.7645,12.6918,12.7789," avg power usage of clock_cc1",10.3031,12.7789,2.4758,1.14991457472573,0.464461820310903
"avg_clock_power_cc3",5.9707,8.0738,9.4165,9.3009," avg power usage of clock_cc3",5.9707,9.4165,3.4458,1.59970779493215,0.464248591018674
"avg_regfile_power_cc3",0.474,0.6611,0.7861,0.774," avg power usage of arch. regfile_cc3",0.474,0.7861,0.3121,0.14460597037006,0.463332170362256
"avg_regfile_power_cc2",0.4259,0.616,0.7382,0.7261," avg power usage of arch. regfile_cc2",0.4259,0.7382,0.3123,0.144623246172022,0.463090765840609
"avg_issue_power_cc1",10.3813,11.9514,13.0262,12.9089," average power of issue unit per cycle_cc1",10.3813,13.0262,2.6449,1.22253944585304,0.462225205434248
"rename_power_cc1",2071523.8376,2435910.8638,4099950.103,9460933.9148," total power usage of rename unit_cc1",2071523.8376,9460933.9148,7389410.0772,3412120.49410032,0.461758172635242
"dispatch_stage_power_cc1",2071523.8376,2435910.8638,4099950.103,9460933.9148," total power usage of dispatch stage_cc1",2071523.8376,9460933.9148,7389410.0772,3412120.49410032,0.461758172635242
"rename_power",2143130.6495,2618869.6604,4924421.2986,11363461.3348," total power usage of rename unit",2143130.6495,11363461.3348,9220330.6853,4244811.45756918,0.460375186362534
"dispatch_stage_power",2143130.6495,2618869.6604,4924421.2986,11363461.3348," total power usage of dispatch stage",2143130.6495,11363461.3348,9220330.6853,4244811.45756918,0.460375186362534
"avg_total_power_cycle_cc1",26.4859,29.9728,32.2055,32.5849," average total power per cycle_cc1",26.4859,32.5849,6.099,2.79913761764226,0.458950257032671
"issue_stage_power_cc2",99106813.7403,97625733.5207,99321348.3577,98311105.8103," total power usage of issue stage_cc2",97625733.5207,99321348.3577,1695614.83700001,776649.303321736,0.458034033658158
"avg_resultbus_power_cc2",0.5193,0.896,1.2054,1.1436," avg power usage of resultbus_cc2",0.5193,1.2054,0.6861,0.311346531215622,0.453791766820612
"avg_resultbus_power_cc3",0.5595,0.9209,1.2289,1.167," avg power usage of resultbus_cc3",0.5595,1.2289,0.6694,0.303730059702142,0.453734776967645
"resultbus_power_cc2",13904925.7405,13269204.921,14202412.7424,13473515.9416," total power usage of resultbus_cc2",13269204.921,14202412.7424,933207.8214,420581.370298836,0.450683503346424
