"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"regfile_power_cc2",3152.2625,3224.3458,3176.4885,3192.6511," total power usage of arch. regfile_cc2",3152.2625,3224.3458,72.0833000000002,30.2355268888963,0.419452590113053
"RUU_fcount",2702,2897,2974,3320," cumulative RUU full count",2702,3320,618,257.95784539339,0.417407516817783
"avg_clock_power_cc3",4.2274,4.2951,4.2323,4.11," avg power usage of clock_cc3",4.11,4.2951,0.185099999999999,0.0772189527685181,0.417174245102747
"avg_resultbus_power_cc2",0.2974,0.3325,0.3185,0.3113," avg power usage of resultbus_cc2",0.2974,0.3325,0.0351,0.014627912815345,0.416749652858831
"issue_stage_power",460510.5948,445617.4087,455316.0561,473315.7804," total power usage of issue stage",445617.4087,473315.7804,27698.3717,11539.8463084161,0.416625440419521
"ruu_full",0.1817,0.2047,0.2109,0.2265," fraction of time (cycle's) RUU was full",0.1817,0.2265,0.0448,0.0185870026272841,0.414888451501878
"avg_resultbus_power_cc3",0.456,0.4881,0.4742,0.47," avg power usage of resultbus_cc3",0.456,0.4881,0.0321,0.0132164985277241,0.411728926097324
"bpred_bimod.bpred_addr_rate",0.7623,0.7633,0.7628,0.7628," branch address-prediction rate (i.e., addr-hits/updates)",0.7623,0.7633,0.001,0.000408248290463863,0.408248290463863
"bpred_bimod.addr_hits",1443,1445,1444,1444," total number of address-predicted hits",1443,1445,2,0.816496580927726,0.408248290463863
"sim_num_insn",9325,9325,9325,9325," total number of instructions committed",9325,9325,0,0,NA
"sim_num_refs",2209,2209,2209,2209," total number of loads and stores committed",2209,2209,0,0,NA
"sim_num_loads",1317,1317,1317,1317," total number of loads committed",1317,1317,0,0,NA
"sim_num_stores",892,892,892,892," total number of stores committed",892,892,0,0,NA
"sim_num_branches",1893,1893,1893,1893," total number of branches committed",1893,1893,0,0,NA
"sim_elapsed_time",1,1,1,1," total simulation time in seconds",1,1,0,0,NA
"sim_inst_rate",9325,9325,9325,9325," simulation speed (in insts/sec)",9325,9325,0,0,NA
"sim_IPB",4.926,4.926,4.926,4.926," instruction per branch",4.926,4.926,0,0,NA
"bpred_bimod.updates",1893,1893,1893,1893," total number of updates",1893,1893,0,0,NA
"bpred_bimod.jr_seen",310,310,310,310," total number of JR's seen",310,310,0,0,NA
"bpred_bimod.jr_non_ras_hits.PP",34,34,34,34," total number of address-predicted hits for non-RAS JR's",34,34,0,0,NA
"bpred_bimod.jr_non_ras_seen.PP",115,115,115,115," total number of non-RAS JR's seen",115,115,0,0,NA
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.2957,0.2957,0.2957,0.2957," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.2957,0.2957,0,0,NA
"bpred_bimod.used_ras.PP",195,195,195,195," total number of RAS predictions used",195,195,0,0,NA
"il1.replacements",84,84,84,84," total number of replacements",84,84,0,0,NA
"il1.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"il1.repl_rate",0.0073,0.0073,0.0073,0.0073," replacement rate (i.e., repls/ref)",0.0073,0.0073,0,0,NA
"il1.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.misses",557,557,557,557," total number of misses",557,557,0,0,NA
"dl1.replacements",102,102,102,102," total number of replacements",102,102,0,0,NA
"dl1.writebacks",84,84,84,84," total number of writebacks",84,84,0,0,NA
"dl1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.repl_rate",0.0446,0.0446,0.0446,0.0446," replacement rate (i.e., repls/ref)",0.0446,0.0446,0,0,NA
"dl1.wb_rate",0.0367,0.0367,0.0367,0.0367," writeback rate (i.e., wrbks/ref)",0.0367,0.0367,0,0,NA
"dl1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.misses",11,11,11,11," total number of misses",11,11,0,0,NA
"itlb.replacements",0,0,0,0," total number of replacements",0,0,0,0,NA
"itlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.miss_rate",0.001,0.001,0.001,0.001," miss rate (i.e., misses/ref)",0.001,0.001,0,0,NA
"itlb.repl_rate",0,0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"itlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.misses",17,17,17,17," total number of misses",17,17,0,0,NA
"dtlb.replacements",0,0,0,0," total number of replacements",0,0,0,0,NA
"dtlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.miss_rate",0.0074,0.0074,0.0074,0.0074," miss rate (i.e., misses/ref)",0.0074,0.0074,0,0,NA
"dtlb.repl_rate",0,0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"dtlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_window_power",2.2043,2.2043,2.2043,2.2043," avg power usage of instruction window",2.2043,2.2043,0,0,NA
"avg_lsq_power",0.9632,0.9632,0.9632,0.9632," avg power usage of lsq",0.9632,0.9632,0,0,NA
"avg_regfile_power",3.5725,3.5725,3.5725,3.5725," avg power usage of arch. regfile",3.5725,3.5725,0,0,NA
"avg_icache_power",2.4769,2.4769,2.4769,2.4769," avg power usage of icache",2.4769,2.4769,0,0,NA
"avg_dcache_power",6.0849,6.0849,6.0849,6.0849," avg power usage of dcache",6.0849,6.0849,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_resultbus_power",2.2975,2.2975,2.2975,2.2975," avg power usage of resultbus",2.2975,2.2975,0,0,NA
"avg_clock_power",26.0975,26.0975,26.0975,26.0975," avg power usage of clock",26.0975,26.0975,0,0,NA
"avg_fetch_power",7.0001,7.0001,7.0001,7.0001," average power of fetch unit per cycle",7.0001,7.0001,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"avg_total_power_cycle_nofp_nod2",53.2981,53.2981,53.2981,53.2981," average total power per cycle",53.2981,53.2981,0,0,NA
"bpred_power_cc2",4281.1391,4281.1391,4281.1391,4281.1391," total power usage of bpred unit_cc2",4281.1391,4281.1391,0,0,NA
"total_bpred_access",1893,1893,1893,1893," total number accesses of bpred unit",1893,1893,0,0,NA
"max_rename_access",4,4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",3,3,3,3," max number accesses of bpred unit",3,3,0,0,NA
"max_window_access",16,16,16,16," max number accesses of instruction window",16,16,0,0,NA
"max_lsq_access",4,4,4,4," max number accesses of load/store queue",4,4,0,0,NA
"max_icache_access",4,4,4,4," max number accesses of icache",4,4,0,0,NA
"max_dcache_access",4,4,4,4," max number accesses of dcache",4,4,0,0,NA
"max_dcache2_access",4,4,4,4," max number accesses of dcache2",4,4,0,0,NA
"max_alu_access",4,4,4,4," max number accesses of alu",4,4,0,0,NA
"max_resultbus_access",6,6,6,6," max number accesses of resultbus",6,6,0,0,NA
"sim_invalid_addrs",0,0,0,0," total non-speculative bogus addresses seen (debug var)",0,0,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",65536,65536,65536,65536," program text (code) size in bytes",65536,65536,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",743728,743728,743728,743728," program init'ed `.data' and uninit'ed `.bss' size in bytes",743728,743728,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831846480,4831846480,4831846480,4831846480," program entry point (initial PC)",4831846480,4831846480,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
"mem.page_count",18,18,18,18," total number of pages allocated",18,18,0,0,NA
