"metric","C1","C2","C4","desc","min","max","range","sd","index"
"sim_total_branches",26884734,26885339,26884781," total number of branches executed",26884734,26885339,605,336.550640072684,0.556282049706916
"il1.misses",5254883,5255231,5254851," total number of misses",5254851,5255231,380,210.763690737597,0.554641291414728
"il1.replacements",5254371,5254719,5254339," total number of replacements",5254339,5254719,380,210.763690737597,0.554641291414728
"rename_power_cc1",24785094.2204,24789919.632,24785536.4279," total power usage of rename unit_cc1",24785094.2204,24789919.632,4825.41159999743,2667.47767140557,0.552797956428628
"dispatch_stage_power_cc1",24785094.2204,24789919.632,24785536.4279," total power usage of dispatch stage_cc1",24785094.2204,24789919.632,4825.41159999743,2667.47767140557,0.552797956428628
"issue_stage_power_cc3",986490711.8656,978552443.6126,979338460.2052," total power usage of issue stage_cc3",978552443.6126,986490711.8656,7938268.25300002,4373949.94549407,0.550995482401476
"avg_lsq_power_cc2",0.0827,0.0836,0.0826," avg power usage of instruction lsq_cc2",0.0826,0.0836,0.000999999999999987,0.000550757054728605,0.550757054728612
"avg_rename_power_cc3",0.1337,0.1346,0.1336," avg power usage of rename unit_cc3",0.1336,0.1346,0.001,0.000550757054728607,0.550757054728606
"avg_dispatch_power_cc3",0.1337,0.1346,0.1336," average power of dispatch unit per cycle_cc3",0.1336,0.1346,0.001,0.000550757054728607,0.550757054728606
"avg_window_power_cc3",0.8688,0.8705,0.8544," avg power usage of instruction window_cc3",0.8544,0.8705,0.0161,0.00884552617617139,0.549411563737353
"fetch_stage_power_cc1",253342427.6967,253361969.4579,253344507.3664," total power usage of fetch stage_cc1",253342427.6967,253361969.4579,19541.761199981,10732.5835380862,0.549212705459558
"ifq_latency",1.7108,1.713,1.731," avg IFQ occupant latency (cycle's)",1.7108,1.731,0.0202,0.0110821177278232,0.548619689496198
"alu_power_cc1",307913704.6873,307922163.4254,307988924.4541," total power usage of alu_cc1",307913704.6873,307988924.4541,75219.7667999864,41203.9612188966,0.547781028469023
"IFQ_count",287450488,287836570,290835886," cumulative IFQ occupancy",287450488,290835886,3385398,1853189.83543619,0.547406785091793
"IFQ_fcount",63947846,64042705,64772757," cumulative IFQ full count",63947846,64772757,824911,451377.947789876,0.547183814726529
"dl1.misses",1346887,1346951,1346960," total number of misses",1346887,1346960,73,39.8036849215413,0.545255957829333
"dl1.replacements",1346375,1346439,1346448," total number of replacements",1346375,1346448,73,39.8036849215413,0.545255957829333
"avg_bpred_access",0.1415,0.1429,0.1413," avg number accesses of bpred unit",0.1413,0.1429,0.00159999999999999,0.000871779788708134,0.544862367942587
"ifq_occupancy",1.7524,1.7724,1.7699," avg IFQ occupancy (insn's)",1.7524,1.7724,0.02,0.0108972473588517,0.544862367942585
"avg_lsq_power_cc3",0.1665,0.1672,0.1664," avg power usage of instruction lsq_cc3",0.1664,0.1672,0.000799999999999995,0.000435889894354061,0.544862367942579
"regfile_power_cc3",86923288.204,85881118.9709,85730417.4016," total power usage of arch. regfile_cc3",85730417.4016,86923288.204,1192870.80239999,649585.563343804,0.544556511934798
"ul2.accesses",7024752,7025171,7024805," total number of accesses",7024752,7025171,419,228.1541876305,0.54452073420167
"total_dcache2_access",7024752,7025171,7024805," total number accesses of dcache2",7024752,7025171,419,228.1541876305,0.54452073420167
"dcache2_power_cc2",1700799.5616,1700901.0078,1700812.3937," total power usage of dcache2_cc2",1700799.5616,1700901.0078,101.446200000122,55.2395585966351,0.544520727208792
"avg_alu_power_cc1",1.8772,1.8961,1.8743," avg power usage of alu_cc1",1.8743,1.8961,0.0217999999999998,0.0118382149555299,0.543037383281192
"avg_lsq_power_cc1",0.1253,0.1266,0.1251," avg power usage of lsq_cc1",0.1251,0.1266,0.0015,0.000814452781524707,0.542968521016471
"avg_regfile_power_cc3",0.5299,0.5288,0.5217," avg power usage of arch. regfile_cc3",0.5217,0.5299,0.00819999999999999,0.00445084261685357,0.542785684982144
"avg_bpred_power_cc2",0.32,0.3232,0.3195," avg power usage of bpred unit_cc2",0.3195,0.3232,0.00369999999999998,0.00200748598998846,0.542563781077966
"bpred_bimod.retstack_pops",1745387,1745312,1745854," total number of address popped off of ret-addr stack",1745312,1745854,542,293.677260497529,0.541839964017581
"avg_window_power_cc1",1.0631,1.0665,1.042," avg power usage of instruction window_cc1",1.042,1.0665,0.0245,0.0132729047310677,0.541751213512968
"bpred_bimod.jr_hits",1710052,1710391,1709997," total number of address-predicted hits for JR's",1709997,1710391,394,213.378380660585,0.541569494062397
"bpred_bimod.ras_hits.PP",1462681,1463020,1462626," total number of RAS hits",1462626,1463020,394,213.378380660585,0.541569494062397
"avg_icache_power_cc1",0.9855,0.9956,0.9838," avg power usage of icache_cc1",0.9838,0.9956,0.0118,0.00637887137352684,0.540582319790408
"avg_icache_power_cc2",0.9855,0.9956,0.9838," avg power usage of icache_cc2",0.9838,0.9956,0.0118,0.00637887137352684,0.540582319790408
"lsq_power_cc3",27311006.5455,27154719.8533,27337565.6572," total power usage of lsq_cc3",27154719.8533,27337565.6572,182845.8039,98795.6684078703,0.540322316950203
"RUU_fcount",33729725,33838581,34475249," cumulative RUU full count",33729725,34475249,745524,402699.599688569,0.540156453298041
"avg_fetch_power_cc1",1.5445,1.5601,1.5418," average power of fetch unit per cycle_cc1",1.5418,1.5601,0.0183,0.00987876510501187,0.53982322978207
"sim_exec_BW",1.0243,1.0347,1.0225," total instructions (mis-spec + committed) per cycle",1.0225,1.0347,0.0122,0.00658584340334123,0.539823229782068
"ifq_rate",1.0243,1.0347,1.0225," avg IFQ dispatch rate (insn/cycle)",1.0225,1.0347,0.0122,0.00658584340334123,0.539823229782068
"ruu_rate",1.0243,1.0347,1.0225," avg RUU dispatch rate (insn/cycle)",1.0225,1.0347,0.0122,0.00658584340334123,0.539823229782068
"lsq_rate",1.0243,1.0347,1.0225," avg LSQ dispatch rate (insn/cycle)",1.0225,1.0347,0.0122,0.00658584340334123,0.539823229782068
"avg_rename_access",1.0243,1.0347,1.0225," avg number accesses of rename unit",1.0225,1.0347,0.0122,0.00658584340334123,0.539823229782068
"dcache_power_cc3",240565533.1613,239577592.6559,240737647.7747," total power usage of dcache_cc3",239577592.6559,240737647.7747,1160055.11879998,626016.20865729,0.539643503581856
"rename_power_cc3",21934039.6778,21866242.206,21945874.496," total power usage of rename unit_cc3",21866242.206,21945874.496,79632.2899999991,42968.712871388,0.539589064579061
"dispatch_stage_power_cc3",21934039.6778,21866242.206,21945874.496," total power usage of dispatch stage_cc3",21866242.206,21945874.496,79632.2899999991,42968.712871388,0.539589064579061
"avg_resultbus_access",1.0254,1.0357,1.0236," avg number accesses of resultbus",1.0236,1.0357,0.0121,0.00652865478742239,0.539558246894412
"avg_alu_access",0.9571,0.9668,0.9554," avg number accesses of alu",0.9554,0.9668,0.0114,0.00615006775030432,0.539479627219679
"avg_lsq_access",0.3357,0.3391,0.3351," avg number accesses of lsq",0.3351,0.3391,0.004,0.0021571586249818,0.539289656245448
"avg_alu_power_cc2",1.1165,1.1278,1.1145," avg power usage of alu_cc2",1.1145,1.1278,0.0132999999999999,0.00717147125769872,0.539208365240511
"alu_power_cc3",463040524.0122,459960270.3552,463586646.3678," total power usage of alu_cc3",459960270.3552,463586646.3678,3626376.0126,1955198.84766694,0.539160539578221
"avg_icache_power_cc3",1.1347,1.1437,1.1331," avg power usage of icache_cc3",1.1331,1.1437,0.0105999999999999,0.00571430952375988,0.539085804128293
"sim_CPI",1.1309,1.1197,1.1329," cycles per instruction",1.1197,1.1329,0.0132000000000001,0.00711430483837558,0.538962487755721
"avg_window_access",3.6576,3.6944,3.651," avg number accesses of instruction window",3.651,3.6944,0.0434000000000001,0.0233857506472068,0.538842180811216
"avg_fetch_power_cc3",1.8513,1.863,1.8492," average power of fetch unit per cycle_cc3",1.8492,1.863,0.0138,0.00743572457800854,0.538820621594821
"bpred_power_cc3",117546235.8991,116809850.1233,117678604.2869," total power usage of bpred unit_cc3",116809850.1233,117678604.2869,868754.163599998,468066.803932529,0.538779350412463
"regfile_power",585988797.1606,580168532.7676,587035945.8913," total power usage of arch. regfile",580168532.7676,587035945.8913,6867413.1236999,3699850.47175771,0.538754608920975
"fetch_stage_power",1148213729.0916,1136809232.0974,1150265561.061," total power usage of fetch stage",1136809232.0974,1150265561.061,13456328.9636002,7249659.24829107,0.53875460892058
"alu_power",3106900855.7378,3076041930.5593,3112452817.3241," total power usage of alu",3076041930.5593,3112452817.3241,36410886.7648001,19616533.0594166,0.53875460892045
"dcache_power",998100698.0094,988187180.9648,999884281.3811," total power usage of dcache",988187180.9648,999884281.3811,11697100.4163001,6301866.76028602,0.538754608920369
"clock_power",4280740672.9795,4238222722.7042,4288390259.7779," total power usage of clock",4238222722.7042,4288390259.7779,50167537.0737004,27027991.8166341,0.538754608920261
"issue_stage_power",5080854438.6039,5030389453.1122,5089933810.5939," total power usage of issue stage",5030389453.1122,5089933810.5939,59544357.4816999,32079797.0284487,0.538754608920046
"total_power",11164356071.8957,11053467426.2067,11184306523.7559," total power per cycle",11053467426.2067,11184306523.7559,130839097.5492,70490166.8315707,0.538754608920043
"icache_power",406290118.9233,402254690.3547,407016150.1855," total power usage of icache",402254690.3547,407016150.1855,4761459.8308,2565258.42903097,0.538754608920006
"sim_cycle",164028936,162399738,164322052," total simulation time in cycles",162399738,164322052,1922314,1035655.52729145,0.538754608920005
"falu_power",2342504609.621,2319237959.7343,2346690612.3955," total power usage of falu",2319237959.7343,2346690612.3955,27452652.6612,14790243.1482993,0.538754608919921
"resultbus_power",376863515.0403,373120362.7915,377536961.6162," total power usage of resultbus",373120362.7915,377536961.6162,4416598.8247,2379462.97255738,0.538754608919909
"window_power",361572168.6641,357980895.8778,362218289.9545," total power usage of instruction window",357980895.8778,362218289.9545,4237394.07670003,2282915.5886271,0.538754608918737
"bpred_power",741923610.1683,734554541.7428,743249410.8756," total power usage of bpred unit",734554541.7428,743249410.8756,8694869.13279998,4684400.81923855,0.538754608918426
"dcache2_power",79427812.6011,78638905.2576,79569748.305," total power usage of dcache2",78638905.2576,79569748.305,930843.047400013,501495.981965088,0.538754608916984
"lsq_power",157989388.5512,156420177.6611,158271712.013," total power usage of load/store queue",156420177.6611,158271712.013,1851534.35190001,997522.665653683,0.538754608916677
"rename_power",68558434.0601,67877485.5252,68680946.4317," total power usage of rename unit",67877485.5252,68680946.4317,803460.906500012,432868.266460546,0.538754608915797
"dispatch_stage_power",68558434.0601,67877485.5252,68680946.4317," total power usage of dispatch stage",67877485.5252,68680946.4317,803460.906500012,432868.266460546,0.538754608915797
"avg_dcache_power_cc2",0.9962,1.0062,0.9944," avg power usage of dcache_cc2",0.9944,1.0062,0.0118,0.00635714820759541,0.538741373525033
"avg_icache_access",1.1063,1.1174,1.1043," avg number accesses of icache",1.1043,1.1174,0.0130999999999999,0.00705714767688281,0.53871356312083
"dcache2_power_cc3",9328083.5352,9249293.0833,9342288.0495," total power usage of dcache2_cc3",9249293.0833,9342288.0495,92994.9661999997,50096.1862747458,0.538697827654525
"avg_alu_power_cc3",2.8229,2.8323,2.8212," avg power usage of alu_cc3",2.8212,2.8323,0.0110999999999999,0.00597857285088444,0.538610166746351
"avg_total_power_insn_nofp_nod2",52.0318,51.5128,52.1259," average total power per insn",51.5128,52.1259,0.613100000000003,0.330178593087641,0.538539541816407
"avg_total_power_insn",66.4463,65.7834,66.5665," average total power per insn",65.7834,66.5665,0.783100000000005,0.42172859756009,0.538537348435816
"sim_IPC",0.8843,0.8931,0.8827," instructions per cycle",0.8827,0.8931,0.0104,0.00559999999999999,0.53846153846154
"avg_rename_power_cc2",0.107,0.1081,0.1068," avg power usage of rename unit_cc2",0.1068,0.1081,0.0013,0.000699999999999999,0.53846153846154
"avg_dispatch_power_cc2",0.107,0.1081,0.1068," average power of dispatch unit per cycle_cc2",0.1068,0.1081,0.0013,0.000699999999999999,0.53846153846154
"avg_bpred_power_cc1",0.559,0.5645,0.558," avg power usage of bpred unit_cc1",0.558,0.5645,0.00649999999999995,0.00349999999999997,0.538461538461538
"avg_dcache_power_cc1",1.4186,1.4329,1.416," avg power usage of dcache_cc1",1.416,1.4329,0.0169000000000001,0.00910000000000005,0.538461538461537
"avg_fetch_power_cc2",1.3056,1.3188,1.3032," average power of fetch unit per cycle_cc2",1.3032,1.3188,0.0156000000000001,0.00839999999999999,0.538461538461536
"avg_dcache_access",0.3274,0.3307,0.3268," avg number accesses of dcache",0.3268,0.3307,0.00390000000000001,0.0021,0.538461538461536
"fetch_stage_power_cc3",303664626.3189,302546720.4306,303869377.137," total power usage of fetch stage_cc3",302546720.4306,303869377.137,1322656.70640004,711928.980024628,0.538256810387582
"avg_regfile_access",1.3076,1.3207,1.3052," avg number accesses of arch. regfile",1.3052,1.3207,0.0155000000000001,0.0083428612198294,0.538249110956733
"bpred_bimod.addr_hits",20045776,20046114,20045714," total number of address-predicted hits",20045714,20046114,400,215.28585647924,0.5382146411981
"avg_bpred_power_cc3",0.7166,0.7193,0.7161," avg power usage of bpred unit_cc3",0.7161,0.7193,0.00320000000000009,0.00172143351115675,0.53794797223647
"avg_dcache_power_cc3",1.4666,1.4752,1.465," avg power usage of dcache_cc3",1.465,1.4752,0.0102,0.00548573908724555,0.537817557573094
"icache_power_cc3",186118390.4198,185736870.3073,186190772.8501," total power usage of icache_cc3",185736870.3073,186190772.8501,453902.542800009,243866.196515791,0.537265543857592
"avg_window_power_cc2",0.7623,0.7651,0.7477," avg power usage of instruction window_cc2",0.7477,0.7651,0.0174,0.00934309013834999,0.536959203353449
"total_lsq_access",55061650,55064922,55061008," total number accesses of load/store queue",55061008,55064922,3914,2099.10869974219,0.536307792473732
"avg_rename_power_cc1",0.1511,0.1526,0.1508," avg power usage of rename unit_cc1",0.1508,0.1526,0.00180000000000002,0.000964365076099304,0.535758375610718
"avg_dispatch_power_cc1",0.1511,0.1526,0.1508," average power of dispatch unit per cycle_cc1",0.1508,0.1526,0.00180000000000002,0.000964365076099304,0.535758375610718
"avg_issue_power_cc3",6.0141,6.0256,5.9599," average power of issue unit per cycle_cc3",5.9599,6.0256,0.0656999999999996,0.0350865121283567,0.534041280492494
"alu_power_cc2",183141809.6317,183148294.3535,183140257.8083," total power usage of alu_cc2",183140257.8083,183148294.3535,8036.54520002007,4263.1332655729,0.530468398978488
"total_alu_access",156999369,157004931,156998037," total number accesses of alu",156998037,157004931,6894,3656.89540457476,0.530446098719867
"ruu_occupancy",6.7423,6.8168,6.8356," avg RUU occupancy (insn's)",6.7423,6.8356,0.0933000000000002,0.0493433210610446,0.528867321125879
"avg_resultbus_power_cc1",0.8144,0.802,0.7568," avg power usage of resultbus_cc1",0.7568,0.8144,0.0576,0.0303165521346563,0.526329030115561
"total_icache_access",181459153,181468213,181456604," total number accesses of icache",181456604,181468213,11609,6101.22777261539,0.5255601492476
"lsq_occupancy",2.3798,2.4053,2.4125," avg LSQ occupancy (insn's)",2.3798,2.4125,0.0327000000000002,0.0171822582916217,0.525451323902802
"avg_resultbus_power_cc2",0.4988,0.4907,0.4623," avg power usage of resultbus_cc2",0.4623,0.4988,0.0365,0.0191677680842954,0.525144331076586
"bpred_bimod.retstack_pushes",1897243,1897230,1897286," total number of address pushed onto ret-addr stack",1897230,1897286,56,29.3087017795057,0.52336967463403
"avg_issue_power_cc1",5.3179,5.3435,5.2335," average power of issue unit per cycle_cc1",5.2335,5.3435,0.109999999999999,0.057559708129906,0.523270073908239
"avg_issue_power_cc2",3.4669,3.4839,3.4118," average power of issue unit per cycle_cc2",3.4118,3.4839,0.0721000000000003,0.0376904497187286,0.522752423283335
"il1.accesses",181246834,181255696,181243953," total number of accesses",181243953,181255696,11743,6120.09332717511,0.521169490519894
"itlb.accesses",181246834,181255696,181243953," total number of accesses",181243953,181255696,11743,6120.09332717511,0.521169490519894
"avg_resultbus_power_cc3",0.6324,0.6234,0.596," avg power usage of resultbus_cc3",0.596,0.6324,0.0364,0.0189592545563725,0.520858641658587
"itlb.hits",181156754,181165615,181153817," total number of hits",181153817,181165615,11798,6141.87938121007,0.520586487642826
"lsq_full",0.0784,0.0793,0.0796," fraction of time (cycle's) LSQ was full",0.0784,0.0796,0.00120000000000001,0.000624499799839842,0.520416499866532
"il1.hits",175991951,176000465,175989102," total number of hits",175989102,176000465,11363,5912.1734018323,0.520300396183429
"avg_total_power_cycle_cc1",13.6212,13.6922,13.4384," average total power per cycle_cc1",13.4384,13.6922,0.2538,0.130939731683448,0.515916988508463
"total_resultbus_access",168198114,168204898,168195460," total number accesses of resultbus",168195460,168204898,9438,4867.27535006325,0.515710463028528
"max_cycle_power_cc2",31.7696,31.6846,31.4698," maximum cycle power usage of cc2",31.4698,31.7696,0.299800000000001,0.154512178592283,0.515384184764117
"ul2.misses",4345568,4262485,4286092," total number of misses",4262485,4345568,83083,42812.5174725025,0.515298165358768
"ul2.replacements",4345056,4261973,4285580," total number of replacements",4261973,4345056,83083,42812.5174725025,0.515298165358768
"ul2.miss_rate",0.6186,0.6067,0.6101," miss rate (i.e., misses/ref)",0.6067,0.6186,0.0119,0.0061294371682888,0.515078753637713
"ul2.hits",2679184,2762686,2738713," total number of hits",2679184,2762686,83502,42994.1673834952,0.514887875541845
"ul2.repl_rate",0.6185,0.6067,0.6101," replacement rate (i.e., repls/ref)",0.6067,0.6185,0.0118,0.00607398825594301,0.514744767452796
"avg_total_power_cycle_cc3",13.8158,13.8539,13.7229," average total power per cycle_cc3",13.7229,13.8539,0.131,0.0673832570697896,0.514376008166332
"max_cycle_power_cc3",35.3019,35.2114,35.0015," maximum cycle power usage of cc3",35.0015,35.3019,0.300400000000003,0.154104088200152,0.512996298935255
"total_window_access",599947013,599970102,599936915," total number accesses of instruction window",599936915,599970102,33187,17011.9981875538,0.512610304864971
"sim_total_stores",18755998,18756353,18756244," total number of stores executed",18755998,18756353,355,181.852504336161,0.512260575594819
"total_power_cycle_cc3",2266187025.2126,2249870333.0888,2254978434.8678," total power per cycle_cc3",2249870333.0888,2266187025.2126,16316692.1238003,8346253.08312115,0.511516244824337
"avg_total_power_insn_cc3",13.4876,13.3898,13.4211," average total power per insn_cc3",13.3898,13.4876,0.0978000000000012,0.0499446026446642,0.510681008636642
"bpred_power_cc1",91687562.3998,91682634.4535,91689887.2867," total power usage of bpred unit_cc1",91682634.4535,91689887.2867,7252.83319999278,3703.45206666156,0.510621430900307
"sim_total_insn",168020626,168028090,168017064," total number of instructions executed",168017064,168028090,11026,5626.89695421316,0.510329852549715
"total_rename_access",168020626,168028090,168017064," total number accesses of rename unit",168017064,168028090,11026,5626.89695421316,0.510329852549715
"rename_power_cc2",17556705.6789,17557485.6025,17556333.4806," total power usage of rename unit_cc2",17556333.4806,17557485.6025,1152.12189999968,587.962196746524,0.510329850293348
"dispatch_stage_power_cc2",17556705.6789,17557485.6025,17556333.4806," total power usage of dispatch stage_cc2",17556333.4806,17557485.6025,1152.12189999968,587.962196746524,0.510329850293348
"ruu_full",0.2056,0.2084,0.2098," fraction of time (cycle's) RUU was full",0.2056,0.2098,0.00419999999999998,0.00213853532431272,0.509175077217316
"sim_elapsed_time",158,146,150," total simulation time in seconds",146,158,12,6.11010092660779,0.509175077217316
"lsq_power_cc2",13570251.7166,13571057.1959,13568644.0353," total power usage of lsq_cc2",13568644.0353,13571057.1959,2413.16060000099,1228.6021967056,0.509125748491456
"avg_clock_power_cc1",5.2254,5.2538,5.1692," avg power usage of clock_cc1",5.1692,5.2538,0.0846,0.043054539056101,0.508918901372353
"dl1.hits",52361872,52363074,52359578," total number of hits",52359578,52363074,3496,1776.19706113933,0.508065520920862
"avg_clock_power_cc3",5.2867,5.3019,5.2585," avg power usage of clock_cc3",5.2585,5.3019,0.0434000000000001,0.022022110101744,0.507421891745252
"sim_inst_rate",917993.9367,993445.4932,966953.6133," simulation speed (in insts/sec)",917993.9367,993445.4932,75451.5565000001,38279.252456314,0.507335490902881
"issue_stage_power_cc2",568670167.2563,565780619.2339,560629313.2694," total power usage of issue stage_cc2",560629313.2694,568670167.2563,8040853.98689997,4073098.20145742,0.506550449503652
"window_power_cc2",125036032.4292,124253251.6242,122861927.4832," total power usage of instruction window_cc2",122861927.4832,125036032.4292,2174104.94599999,1101155.52717948,0.506486832296402
"resultbus_power_cc2",81814891.6427,79696881.0323,75958046.5629," total power usage of resultbus_cc2",75958046.5629,81814891.6427,5856845.07979999,2965565.89383651,0.506341870653983
"avg_total_power_cycle_cc2",8.4384,8.491,8.3456," average total power per cycle_cc2",8.3456,8.491,0.1454,0.0736203776138104,0.506329969833633
"regfile_power_cc2",54700829.9323,54228411.7556,53396430.108," total power usage of arch. regfile_cc2",53396430.108,54700829.9323,1304399.8243,660407.866051178,0.506292513804641
"resultbus_power_cc1",133587804.727,130241825.0336,124362742.4051," total power usage of resultbus_cc1",124362742.4051,133587804.727,9225062.3219,4670135.03559791,0.50624428027019
"dl1.accesses",53708759,53710025,53706538," total number of accesses",53706538,53710025,3487,1765.16127686207,0.506212009424167
"total_dcache_access",53708759,53710025,53706538," total number accesses of dcache",53706538,53710025,3487,1765.16127686207,0.506212009424167
"dcache_power_cc2",163406382.2744,163410234.0201,163399624.986," total power usage of dcache_cc2",163399624.986,163410234.0201,10609.0340999961,5370.42046760245,0.506212009216224
"issue_stage_power_cc1",872291021.6632,867790539.1712,859978385.8283," total power usage of issue stage_cc1",859978385.8283,872291021.6632,12312635.8349,6230102.77759855,0.505992612884675
"window_power_cc1",174377051.971,173207347.5091,171221101.592," total power usage of instruction window_cc1",171221101.592,174377051.971,3155950.37899998,1595483.4254908,0.505547690517353
"regfile_power_cc1",226735415.0702,224459993.1659,220692085.1923," total power usage of arch. regfile_cc1",220692085.1923,226735415.0702,6043329.8779,3052226.27364589,0.505057035659703
"mem.ptab_accesses",1104321649,1104348933,1104304663," total page table accesses",1104304663,1104348933,44270,22333.7329018983,0.504489110049656
"total_regfile_access",214479469,214481602,214478051," total number accesses of arch. regfile",214478051,214481602,3551,1787.45694586844,0.503367205257235
"total_power_cycle_cc2",1384139435.2475,1378934062.5037,1371361323.0513," total power per cycle_cc2",1371361323.0513,1384139435.2475,12778112.1961999,6425501.78993183,0.502852196887324
"total_power_cycle_cc1",2234266026.3925,2223613931.6008,2208218247.8174," total power per cycle_cc1",2208218247.8174,2234266026.3925,26047778.5750999,13095679.7666714,0.502756107547308
"avg_total_power_insn_cc2",8.2379,8.2066,8.162," average total power per insn_cc2",8.162,8.2379,0.075899999999999,0.0381437194480729,0.502552298393589
"avg_total_power_insn_cc1",13.2976,13.2336,13.1428," average total power per insn_cc1",13.1428,13.2976,0.1548,0.0777856884865932,0.502491527691171
"dl1.writebacks",422982,422989,422994," total number of writebacks",422982,422994,12,6.02771377334171,0.502309481111809
"ul2.wb_rate",0.0591,0.0586,0.0579," writeback rate (i.e., wrbks/ref)",0.0579,0.0591,0.0012,0.000602771377334171,0.502309481111809
"mem.ptab_misses",789448,789514,789562," total first level page table misses",789448,789562,114,57.2363520850167,0.502073263903656
"resultbus_power_cc3",103735501.0264,101241767.4949,97940051.1344," total power usage of resultbus_cc3",97940051.1344,103735501.0264,5795449.892,2907096.98559702,0.501617137542671
"lsq_power_cc1",20558142.6284,20559617.1213,20556988.2747," total power usage of lsq_cc1",20556988.2747,20559617.1213,2628.84659999982,1317.66815645314,0.501234327044122
"avg_clock_power_cc2",3.2254,3.2463,3.1988," avg power usage of clock_cc2",3.1988,3.2463,0.0475000000000003,0.0238069317636693,0.501198563445667
"dtlb.accesses",54205372,54207447,54203730," total number of accesses",54203730,54207447,3717,1862.69866949363,0.501129585551151
"dtlb.hits",54184487,54186562,54182830," total number of hits",54182830,54186562,3732,1869.89741251581,0.501044322753433
"clock_power_cc2",529063705.616,527195049.4404,525631464.6465," total power usage of clock_cc2",525631464.6465,529063705.616,3432240.96950001,1718378.66330628,0.500657931239777
"window_power_cc3",142510063.585,141368800.17,140394261.2215," total power usage of instruction window_cc3",140394261.2215,142510063.585,2115802.3635,1058995.43483066,0.500517181141085
"ul2.writebacks",415488,411419,406688," total number of writebacks",406688,415488,8800,4404.14808258457,0.500471373020974
"sim_total_refs",59174250,59177318,59171602," total number of loads and stores executed",59171602,59177318,5716,2860.57057245578,0.500449715265182
