"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"window_power_cc1",1277759.1427,752437.7187,678671.2535,682650.3645," total power usage of instruction window_cc1",678671.2535,1277759.1427,599087.8892,288581.437799466,0.481701337987031
"IFQ_fcount",656159,317468,266249,267307," cumulative IFQ full count",266249,656159,389910,187769.342263986,0.481570983724414
"ifq_full",0.8883,0.7104,0.688,0.6912," fraction of time (cycle's) IFQ was full",0.688,0.8883,0.2003,0.0963922325708872,0.481239303898588
"bpred_bimod.retstack_pops",3520,3566,3616,3616," total number of address popped off of ret-addr stack",3520,3616,96,46.1410879802373,0.480636333127472
"lsq_power_cc3",109806.7818,83506.3264,78877.1498,78865.4552," total power usage of lsq_cc3",78865.4552,109806.7818,30941.3266,14856.7854304672,0.480159936984319
"dcache_power_cc3",938362.5236,784477.0694,762294.5436,764731.5486," total power usage of dcache_cc3",762294.5436,938362.5236,176067.98,84516.4042809502,0.480021434226429
"avg_alu_power_cc1",3.8124,3.5619,3.5169,3.5177," avg power usage of alu_cc1",3.5169,3.8124,0.2955,0.141685646767765,0.479477654036431
"alu_power_cc1",2816123.2986,1591798.0409,1361008.0866,1360411.5899," total power usage of alu_cc1",1360411.5899,2816123.2986,1455711.7087,697748.357468671,0.479317678973527
"dcache2_power_cc1",56454.4926,56462.9108,56425.029,56431.3426," total power usage of dcache2_cc1",56425.029,56462.9108,37.8817999999956,18.1345340066009,0.478713630466426
"max_regfile_access",9,9,12,15," max number accesses of arch. regfile",9,15,6,2.87228132326901,0.478713553878169
"max_dcache2_access",4,5,6,6," max number accesses of dcache2",4,6,2,0.957427107756338,0.478713553878169
"il1.repl_rate",0.0018,0.0017,0.0016,0.0016," replacement rate (i.e., repls/ref)",0.0016,0.0018,2e-04,9.57427107756337e-05,0.478713553878169
"issue_stage_power_cc3",4339073.5238,3603684.6939,3487133.8275,3500401.8959," total power usage of issue stage_cc3",3487133.8275,4339073.5238,851939.696299999,407675.888337192,0.478526696323392
"alu_power_cc3",1966931.0263,1565806.4038,1484973.3218,1484440.744," total power usage of alu_cc3",1484440.744,1966931.0263,482490.2823,230784.117303746,0.478318684893742
"dcache2_power_cc3",354731.6204,232040.2764,206866.9393,206756.2401," total power usage of dcache2_cc3",206756.2401,354731.6204,147975.3803,70761.8274159542,0.478200003760722
"resultbus_power",1697155.8724,1026769.6186,889123.8243,888524.1656," total power usage of resultbus",888524.1656,1697155.8724,808631.7068,386682.178586537,0.478193193928489
"dcache_power",4494816.8198,2719338.5281,2354791.7933,2353203.6328," total power usage of dcache",2353203.6328,4494816.8198,2141613.187,1024104.85004955,0.478193193927856
"falu_power",10549165.1237,6382184.7053,5526607.3026,5522879.9499," total power usage of falu",5522879.9499,10549165.1237,5026285.1738,2403535.36084184,0.478193193925905
"clock_power",19277759.3723,11662934.4194,10099434.8343,10092623.394," total power usage of clock",10092623.394,19277759.3723,9185135.9783,4392269.51010562,0.478193193925753
"dcache2_power",3109187.2501,1881040.545,1628873.6369,1627775.063," total power usage of dcache2",1627775.063,3109187.2501,1481412.1871,708401.225268306,0.478193193924688
"sim_cycle",738683,446899,386989,386728," total simulation time in cycles",386728,738683,351955,168302.485567653,0.478193193924373
"total_power",53028721.2875,32082073.7918,27781242.8638,27762506.1442," total power per cycle",27762506.1442,53028721.2875,25266215.1433,12082132.1177525,0.478193193924276
"icache_power",1829674.7525,1106942.7849,958549.2055,957902.7237," total power usage of icache",957902.7237,1829674.7525,871772.0288,416875.450825688,0.478193193924242
"regfile_power",2638924.4121,1596534.2114,1382507.4075,1381574.9923," total power usage of arch. regfile",1381574.9923,2638924.4121,1257349.4198,601255.934932361,0.47819319392377
"issue_stage_power",25632462.1753,15507493.3547,13428603.2098,13419546.4525," total power usage of issue stage",13419546.4525,25632462.1753,12212915.7228,5840133.17660632,0.478193193923669
"alu_power",13991524.2692,8464792.346,7330026.5276,7325082.8808," total power usage of alu",7325082.8808,13991524.2692,6666441.3884,3187846.89961411,0.478193193922195
"fetch_stage_power",5170831.328,3128323.4482,2708949.3664,2707122.3486," total power usage of fetch stage",2707122.3486,5170831.328,2463708.9794,1178128.8657534,0.478193193921919
"bpred_power",3341156.5756,2021380.6633,1750400.1609,1749219.6249," total power usage of bpred unit",1749219.6249,3341156.5756,1591936.9507,761253.414976997,0.478193193921569
"lsq_power",711484.6827,430444.1732,372740.0602,372488.6702," total power usage of load/store queue",372488.6702,711484.6827,338996.0125,162105.585942624,0.47819319391736
"rename_power",308743.9997,186788.3581,161748.0458,161638.9568," total power usage of rename unit",161638.9568,308743.9997,147105.0429,70344.6303055472,0.478193193916313
"dispatch_stage_power",308743.9997,186788.3581,161748.0458,161638.9568," total power usage of dispatch stage",161638.9568,308743.9997,147105.0429,70344.6303055472,0.478193193916313
"window_power",1628293.2811,985108.1439,853047.3675,852472.0401," total power usage of instruction window",852472.0401,1628293.2811,775821.241,370992.437136695,0.478193193909594
"sim_CPI",1.0409,0.6297,0.5453,0.5449," cycles per instruction",0.5449,1.0409,0.496,0.237177036550056,0.4781795091735
"avg_total_power_insn_nofp_nod2",53.0938,30.2448,25.3746,25.3545," average total power per insn",25.3545,53.0938,27.7393,13.2524648659221,0.477750515186833
"avg_total_power_insn",71.5131,40.7373,34.1775,34.1504," average total power per insn",34.1504,71.5131,37.3627,17.8500401641705,0.477750274047927
"ifq_latency",3.592,1.8319,1.4479,1.4513," avg IFQ occupant latency (cycle's)",1.4479,3.592,2.1441,1.02347599019225,0.477345268500651
"IFQ_count",2663523,1442720,1176932,1179804," cumulative IFQ occupancy",1176932,2663523,1486591,709548.634076328,0.477299158999569
"avg_icache_power_cc3",2.1755,2.0506,1.9367,1.9369," avg power usage of icache_cc3",1.9367,2.1755,0.2388,0.113818697204516,0.476627710236667
"avg_icache_power_cc1",2.1421,2.0032,1.8767,1.8769," avg power usage of icache_cc1",1.8767,2.1421,0.2654,0.126496175831525,0.476624626343348
"avg_icache_power_cc2",2.1421,2.0032,1.8767,1.8769," avg power usage of icache_cc2",1.8767,2.1421,0.2654,0.126496175831525,0.476624626343348
"avg_lsq_power_cc1",0.1216,0.1871,0.2019,0.2021," avg power usage of lsq_cc1",0.1216,0.2021,0.0805,0.0383652077625896,0.476586431833411
"issue_stage_power_cc1",6337275.9166,4100747.6828,3641997.98,3623821.2238," total power usage of issue stage_cc1",3623821.2238,6337275.9166,2713454.6928,1293176.27689747,0.476579277453515
"icache_power_cc3",1607039.7984,916402.308,749483.6814,749048.9781," total power usage of icache_cc3",749048.9781,1607039.7984,857990.8203,408697.120796767,0.476342066986059
"sim_total_stores",93108,96435,97124,97154," total number of stores executed",93108,97154,4046,1926.99859453331,0.476272514714114
"icache_power_cc1",1582302.5813,895231.1439,726254.1787,725843.0063," total power usage of icache_cc1",725843.0063,1582302.5813,856459.575,407804.564741151,0.476151562367846
"icache_power_cc2",1582302.5813,895231.1439,726254.1787,725843.0063," total power usage of icache_cc2",725843.0063,1582302.5813,856459.575,407804.564741151,0.476151562367846
"fetch_stage_power_cc2",1863742.8135,1176671.3761,1007694.4109,1007283.2385," total power usage of fetch stage_cc2",1007283.2385,1863742.8135,856459.575,407804.564741151,0.476151562367846
"dcache2_power_cc2",49334.8077,49343.2259,49345.3304,49345.3304," total power usage of dcache2_cc2",49334.8077,49345.3304,10.5227000000014,5.0098100622684,0.476095494717873
"ul2.accesses",23442,23446,23447,23447," total number of accesses",23442,23447,5,2.38047614284762,0.476095228569523
"ul2.hits",17981,17985,17986,17986," total number of hits",17981,17986,5,2.38047614284762,0.476095228569523
"total_dcache2_access",23442,23446,23447,23447," total number accesses of dcache2",23442,23447,5,2.38047614284762,0.476095228569523
"rename_power_cc1",260681.3124,145323.256,116802.9631,116734.4167," total power usage of rename unit_cc1",116734.4167,260681.3124,143946.8957,68532.1718207205,0.47609343353641
"dispatch_stage_power_cc1",260681.3124,145323.256,116802.9631,116734.4167," total power usage of dispatch stage_cc1",116734.4167,260681.3124,143946.8957,68532.1718207205,0.47609343353641
"sim_total_branches",128454,136375,143266,143309," total number of branches executed",128454,143309,14855,7061.49592272534,0.475361556561787
"lsq_power_cc1",89846.1393,83621.0571,78113.7724,78156.614," total power usage of lsq_cc1",78113.7724,89846.1393,11732.3669,5577.01564290881,0.475352986353402
"fetch_stage_power_cc3",2166307.6417,1344764.541,1155918.7022,1164759.5743," total power usage of fetch stage_cc3",1155918.7022,2166307.6417,1010388.9395,480196.149728821,0.475258715684725
"avg_rename_power_cc1",0.3529,0.3252,0.3018,0.3019," avg power usage of rename unit_cc1",0.3018,0.3529,0.0511,0.0242726869821479,0.475003659141838
"avg_dispatch_power_cc1",0.3529,0.3252,0.3018,0.3019," average power of dispatch unit per cycle_cc1",0.3018,0.3529,0.0511,0.0242726869821479,0.475003659141838
"LSQ_fcount",68891,31992,23657,23041," cumulative LSQ full count",23041,68891,45850,21717.5918305107,0.473666124983877
"rename_power_cc3",82289.2331,86437.2271,89430.4242,89436.5056," total power usage of rename unit_cc3",82289.2331,89436.5056,7147.27250000001,3381.82527297819,0.473163052476058
"dispatch_stage_power_cc3",82289.2331,86437.2271,89430.4242,89436.5056," total power usage of dispatch stage_cc3",82289.2331,89436.5056,7147.27250000001,3381.82527297819,0.473163052476058
"avg_regfile_access",1.7158,2.608,2.9082,2.9086," avg number accesses of arch. regfile",1.7158,2.9086,1.1928,0.564290926739036,0.473080924496174
"total_resultbus_access",703241,726043,733340,733266," total number accesses of resultbus",703241,733340,30099,14238.4603685464,0.473054266538636
"alu_power_cc2",849390.9292,878506.9733,888071.4777,887973.6149," total power usage of alu_cc2",849390.9292,888071.4777,38680.5485,18288.5645437413,0.472810372472904
"avg_total_power_cycle_cc1",23.628,24.5081,24.1968,23.7096," average total power per cycle_cc1",23.628,24.5081,0.880099999999999,0.415996974147649,0.472670121744858
"total_alu_access",724190,748234,756423,756339," total number accesses of alu",724190,756423,32233,15229.894473261,0.472493856397513
"avg_dcache2_access",0.0317,0.0525,0.0606,0.0606," avg number accesses of dcache2",0.0317,0.0606,0.0289,0.0136451456569727,0.472150368753379
"avg_dcache2_power_cc3",0.4802,0.5192,0.5346,0.5346," avg power usage of dcache2_cc3",0.4802,0.5346,0.0543999999999999,0.0256807969762103,0.472073473827396
"regfile_power_cc1",2098417.3183,1199017.9432,928662.2653,918329.7862," total power usage of arch. regfile_cc1",918329.7862,2098417.3183,1180087.5321,556913.929431975,0.471925949798766
"avg_window_access",3.7732,6.2091,7.1655,7.1686," avg number accesses of instruction window",3.7732,7.1686,3.3954,1.60222241693634,0.471880313640909
"avg_bpred_power_cc2",0.381,0.6298,0.7273,0.7277," avg power usage of bpred unit_cc2",0.381,0.7277,0.3467,0.163584035488389,0.471831657018718
"avg_bpred_access",0.1685,0.2785,0.3216,0.3218," avg number accesses of bpred unit",0.1685,0.3218,0.1533,0.0723262515734548,0.471795509285419
"avg_alu_power_cc3",2.6628,3.5037,3.8372,3.8385," avg power usage of alu_cc3",2.6628,3.8385,1.1757,0.554670595939608,0.471779021807951
"sim_IPC",0.9607,1.588,1.8338,1.835," instructions per cycle",0.9607,1.835,0.8743,0.412476006372896,0.471778572998852
"avg_dcache2_power_cc1",0.0764,0.1263,0.1458,0.1459," avg power usage of dcache2_cc1",0.0764,0.1459,0.0695,0.0327885142491493,0.471777183440997
"avg_dcache2_power_cc2",0.0668,0.1104,0.1275,0.1276," avg power usage of dcache2_cc2",0.0668,0.1276,0.0608,0.028679769292424,0.47170673178329
"avg_resultbus_access",0.952,1.6246,1.895,1.8961," avg number accesses of resultbus",0.952,1.8961,0.9441,0.44532705116577,0.471694789922434
"avg_alu_power_cc2",1.1499,1.9658,2.2948,2.2961," avg power usage of alu_cc2",1.1499,2.2961,1.1462,0.540648070991349,0.471687376541048
"avg_alu_access",0.9804,1.6743,1.9546,1.9557," avg number accesses of alu",0.9804,1.9557,0.9753,0.460029727300313,0.471680228955514
"avg_lsq_access",0.2738,0.4623,0.5384,0.5388," avg number accesses of lsq",0.2738,0.5388,0.265,0.124971340047762,0.471589962444385
"resultbus_power_cc1",1006382.5214,620170.591,529405.1451,541811.2454," total power usage of resultbus_cc1",529405.1451,1006382.5214,476977.3763,224912.206521147,0.471536424360065
"dl1.wb_rate",0.0504,0.0493,0.0487,0.0487," writeback rate (i.e., wrbks/ref)",0.0487,0.0504,0.0017,0.00080156097709407,0.471506457114159
"dl1.repl_rate",0.0567,0.0554,0.0547,0.0547," replacement rate (i.e., repls/ref)",0.0547,0.0567,0.002,0.00094295634398771,0.471478171993855
"dl1.misses",11649,11651,11652,11652," total number of misses",11649,11652,3,1.4142135623731,0.471404520791032
"dl1.replacements",11137,11139,11140,11140," total number of replacements",11137,11140,3,1.4142135623731,0.471404520791032
"avg_dcache_access",0.266,0.4497,0.5259,0.5265," avg number accesses of dcache",0.266,0.5265,0.2605,0.122766373653375,0.471272067767273
"avg_dcache_power_cc2",0.8094,1.3681,1.5999,1.6018," avg power usage of dcache_cc2",0.8094,1.6018,0.7924,0.37341713047654,0.471248271676603
"sim_total_refs",207435,218705,222566,222675," total number of loads and stores executed",207435,222675,15240,7181.56066487872,0.471231014755822
"rename_power_cc2",77482.9644,82290.7169,84935.916,84946.0516," total power usage of rename unit_cc2",77482.9644,84946.0516,7463.08720000001,3516.705674184,0.471213263350855
"dispatch_stage_power_cc2",77482.9644,82290.7169,84935.916,84946.0516," total power usage of dispatch stage_cc2",77482.9644,84946.0516,7463.08720000001,3516.705674184,0.471213263350855
"sim_total_insn",741525,787536,812851,812948," total number of instructions executed",741525,812948,71423,33655.4647667606,0.471213261369036
"total_rename_access",741525,787536,812851,812948," total number accesses of rename unit",741525,812948,71423,33655.4647667606,0.471213261369036
"sim_exec_BW",1.0038,1.7622,2.1004,2.1021," total instructions (mis-spec + committed) per cycle",1.0038,2.1021,1.0983,0.517516436937031,0.471197702756106
"ifq_rate",1.0038,1.7622,2.1004,2.1021," avg IFQ dispatch rate (insn/cycle)",1.0038,2.1021,1.0983,0.517516436937031,0.471197702756106
"ruu_rate",1.0038,1.7622,2.1004,2.1021," avg RUU dispatch rate (insn/cycle)",1.0038,2.1021,1.0983,0.517516436937031,0.471197702756106
"lsq_rate",1.0038,1.7622,2.1004,2.1021," avg LSQ dispatch rate (insn/cycle)",1.0038,2.1021,1.0983,0.517516436937031,0.471197702756106
"avg_rename_access",1.0038,1.7622,2.1004,2.1021," avg number accesses of rename unit",1.0038,2.1021,1.0983,0.517516436937031,0.471197702756106
"avg_icache_access",1.0733,1.8739,2.2221,2.2243," avg number accesses of icache",1.0733,2.2243,1.151,0.542335308334859,0.471186193166689
"avg_lsq_power_cc3",0.1487,0.1869,0.2038,0.2039," avg power usage of instruction lsq_cc3",0.1487,0.2039,0.0552,0.0260078673994364,0.471157018105732
"avg_rename_power_cc2",0.1049,0.1841,0.2195,0.2197," avg power usage of rename unit_cc2",0.1049,0.2197,0.1148,0.0540874292234342,0.471144853862667
"avg_dispatch_power_cc2",0.1049,0.1841,0.2195,0.2197," average power of dispatch unit per cycle_cc2",0.1049,0.2197,0.1148,0.0540874292234342,0.471144853862667
"avg_lsq_power_cc2",0.0648,0.1097,0.128,0.1282," avg power usage of instruction lsq_cc2",0.0648,0.1282,0.0634,0.0298705401134072,0.471144165826611
"avg_rename_power_cc3",0.1114,0.1934,0.2311,0.2313," avg power usage of rename unit_cc3",0.1114,0.2313,0.1199,0.0564843931247089,0.471095855919174
"avg_dispatch_power_cc3",0.1114,0.1934,0.2311,0.2313," average power of dispatch unit per cycle_cc3",0.1114,0.2313,0.1199,0.0564843931247089,0.471095855919174
"total_regfile_access",1267452,1165533,1125439,1124850," total number accesses of arch. regfile",1124850,1267452,142602,67177.3072919717,0.471082504396655
"avg_total_power_insn_cc1",23.5374,13.9075,11.5198,11.2789," average total power per insn_cc1",11.2789,23.5374,12.2585,5.77420404384882,0.47103675358721
"mem.ptab_accesses",4402687,4510949,4564831,4565495," total page table accesses",4402687,4565495,162808,76592.4056178766,0.470446204227535
"total_icache_access",792796,837443,859939,860216," total number accesses of icache",792796,860216,67420,31717.174280401,0.470441623856438
"il1.accesses",792275,836879,859371,859648," total number of accesses",792275,859648,67373,31695.0381434802,0.470441247138768
"itlb.accesses",792275,836879,859371,859648," total number of accesses",792275,859648,67373,31695.0381434802,0.470441247138768
"itlb.hits",792225,836829,859321,859598," total number of hits",792225,859598,67373,31695.0381434802,0.470441247138768
"il1.hits",790394,834997,857489,857766," total number of hits",790394,857766,67372,31694.56732102,0.470441241480436
"clock_power_cc1",6612024.4416,4060142.6068,3449437.3272,3373567.5647," total power usage of clock_cc1",3373567.5647,6612024.4416,3238456.8769,1523476.38495864,0.47043281503164
"lsq_latency",3.9985,1.9945,1.5333,1.4698," avg LSQ occupant latency (cycle's)",1.4698,3.9985,2.5287,1.1895236620177,0.470409167563452
"total_lsq_access",202258,206586,208340,208380," total number accesses of load/store queue",202258,208380,6122,2879.49277940867,0.470351646424154
"sim_total_loads",114327,122270,125442,125521," total number of loads executed",114327,125521,11194,5264.47952476469,0.470294758331668
"total_power_cycle_cc1",17453582.0345,10952623.2876,9363876.1141,9169147.3993," total power per cycle_cc1",9169147.3993,17453582.0345,8284434.6352,3895301.51625189,0.470195214010262
"bpred_bimod.lookups",137731,146801,152085,152198," total number of bpred lookups",137731,152198,14467,6798.63551873953,0.469940935836008
"ruu_latency",14.6522,7.2412,5.514,5.2567," avg RUU occupant latency (cycle's)",5.2567,14.6522,9.3955,4.41297994434222,0.46969080350617
"bpred_power_cc3",559267.8433,428362.233,406435.0209,415710.5962," total power usage of bpred unit_cc3",406435.0209,559267.8433,152832.8224,71780.7636992898,0.469668508191404
"total_window_access",2787181,2774862,2772969,2772301," total number accesses of instruction window",2772301,2787181,14880,6986.5436077744,0.469525780092366
"LSQ_count",2965010,1570778,1246318,1194840," cumulative LSQ occupancy",1194840,2965010,1770170,830689.500029744,0.469271030482804
"avg_issue_power_cc2",3.3149,5.5643,6.5157,6.5504," average power of issue unit per cycle_cc2",3.3149,6.5504,3.2355,1.51800693097891,0.469172285884379
"max_cycle_power_cc2",28.3519,29.9578,32.2459,31.9558," maximum cycle power usage of cc2",28.3519,32.2459,3.894,1.82669577926922,0.469105233505194
"lsq_power_cc2",47880.6756,49031.9658,49552.5423,49570.0907," total power usage of lsq_cc2",47880.6756,49570.0907,1689.4151,792.444373125949,0.469064336601437
"avg_dcache_power_cc3",1.2703,1.7554,1.9698,1.9774," avg power usage of dcache_cc3",1.2703,1.9774,0.7071,0.331652653389054,0.469032178459983
"dtlb.accesses",199302,202681,204633,204701," total number of accesses",199302,204701,5399,2531.16789578777,0.468821614333722
"dtlb.hits",199191,202570,204522,204590," total number of hits",199191,204590,5399,2531.16789578777,0.468821614333722
"avg_window_power_cc3",0.7994,1.3093,1.5253,1.5345," avg power usage of instruction window_cc3",0.7994,1.5345,0.7351,0.344571776509143,0.46874136377247
"avg_window_power_cc2",0.7745,1.2748,1.4857,1.495," avg power usage of instruction window_cc2",0.7745,1.495,0.7205,0.337673303653102,0.468665237547678
"avg_issue_power_cc3",5.8741,8.0638,9.0109,9.0513," average power of issue unit per cycle_cc3",5.8741,9.0513,3.1772,1.48892262475254,0.468627289674097
"dcache_power_cc2",597890.7205,611402.2549,619154.4255,619443.4585," total power usage of dcache_cc2",597890.7205,619443.4585,21552.7379999999,10099.7849477488,0.468607976756777
"dl1.accesses",196516,200957,203505,203600," total number of accesses",196516,203600,7084,3319.61890383018,0.468607976260612
"total_dcache_access",196516,200957,203505,203600," total number accesses of dcache",196516,203600,7084,3319.61890383018,0.468607976260612
"dl1.hits",184867,189306,191853,191948," total number of hits",184867,191948,7081,3318.20579028286,0.468606946798878
"RUU_count",10864985,5702683,4482032,4273384," cumulative RUU occupancy",4273384,10864985,6591601,3087840.03749277,0.468450690127143
"sim_slip",14628956,7909753,6261140,5999667," total number of slip cycles",5999667,14628956,8629289,4042146.53877821,0.468421736573918
"avg_sim_slip",20.6141,11.1459,8.8228,8.4543," the average slip between issue and retirement",8.4543,20.6141,12.1598,5.69590203121215,0.468420700275675
"ifq_occupancy",3.6058,3.2283,3.0413,3.0507," avg IFQ occupancy (insn's)",3.0413,3.6058,0.5645,0.263928909304507,0.467544569184246
"avg_total_power_insn_cc3",17.0676,11.3603,9.7753,9.5402," average total power per insn_cc3",9.5402,17.0676,7.5274,3.51535826007345,0.467008297695546
"clock_power_cc3",4719747.381,3289525.4233,2890128.5145,2820988.3925," total power usage of clock_cc3",2820988.3925,4719747.381,1898758.9885,884220.510666955,0.465683383737648
"total_power_cycle_cc3",12656071.2295,8946664.2532,7945897.531,7755697.5444," total power per cycle_cc3",7755697.5444,12656071.2295,4900373.6851,2280628.75848088,0.465398948128246
"bpred_bimod.dir_hits",112218,112272,112272,112279," total number of direction-predicted hits (includes addr-hits)",112218,112279,61,28.3593018249745,0.464906587294663
"bpred_bimod.misses",12227,12173,12173,12166," total number of misses",12166,12227,61,28.3593018249745,0.464906587294663
"bpred_bimod.addr_hits",111317,111369,111369,111376," total number of address-predicted hits",111317,111376,59,27.3663418575934,0.463836302671074
"avg_fetch_power_cc3",2.9327,3.0091,2.987,3.0118," average power of fetch unit per cycle_cc3",2.9327,3.0118,0.0790999999999999,0.0366890083449162,0.463830699682886
"avg_clock_power_cc2",4.7267,5.7146,5.7901,5.5945," avg power usage of clock_cc2",4.7267,5.7901,1.0634,0.493138455034013,0.463737497681035
"avg_resultbus_power_cc1",1.3624,1.3877,1.368,1.401," avg power usage of resultbus_cc1",1.3624,1.401,0.0386,0.0178311291472712,0.461946350965576
"avg_issue_power_cc1",8.5792,9.176,9.4111,9.3705," average power of issue unit per cycle_cc1",8.5792,9.4111,0.831899999999999,0.383963340263972,0.461549874100219
"avg_clock_power_cc3",6.3894,7.3608,7.4682,7.2945," avg power usage of clock_cc3",6.3894,7.4682,1.0788,0.497722776754289,0.461367052979504
"lsq_full",0.0933,0.0716,0.0611,0.0596," fraction of time (cycle's) LSQ was full",0.0596,0.0933,0.0337,0.0155454173311623,0.461288348105705
"avg_total_power_insn_cc2",12.4101,8.7623,7.5619,7.3015," average total power per insn_cc2",7.3015,12.4101,5.1086,2.35499446213079,0.460986270628114
"dl1.miss_rate",0.0593,0.058,0.0573,0.0572," miss rate (i.e., misses/ref)",0.0572,0.0593,0.0021,0.000967815409397198,0.460864480665333
"avg_resultbus_power_cc3",0.5128,0.7893,0.9402,0.9623," avg power usage of resultbus_cc3",0.5128,0.9623,0.4495,0.20703491653986,0.460589358264426
"max_cycle_power_cc3",31.4413,33.4396,35.317,35.0499," maximum cycle power usage of cc3",31.4413,35.317,3.8757,1.78478025258013,0.460505264231012
"avg_resultbus_power_cc2",0.4495,0.7355,0.8796,0.9018," avg power usage of resultbus_cc2",0.4495,0.9018,0.4523,0.208220764254353,0.460359859063349
"clock_power_cc2",3491530.9179,2553834.8684,2240693.1872,2163552.7588," total power usage of clock_cc2",2163552.7588,3491530.9179,1327978.1591,609899.129918873,0.459268946359942
"avg_dcache_power_cc1",1.4766,2.2293,2.4248,2.3385," avg power usage of dcache_cc1",1.4766,2.4248,0.9482,0.434559616163306,0.458299531916585
"total_power_cycle_cc2",9202418.8101,6900631.3855,6146733.8756,5935745.752," total power per cycle_cc2",5935745.752,9202418.8101,3266673.0581,1495840.63224668,0.457909501698559
"avg_total_power_cycle_cc2",12.4579,15.4411,15.8835,15.3486," average total power per cycle_cc2",12.4579,15.8835,3.4256,1.56739582615028,0.457553662467972
"avg_total_power_cycle_cc3",17.1333,20.0194,20.5326,20.0547," average total power per cycle_cc3",17.1333,20.5326,3.3993,1.55221348402853,0.456627389176752
"bpred_power_cc1",562880.4644,552160.6548,500721.3999,410851.4015," total power usage of bpred unit_cc1",410851.4015,562880.4644,152029.0629,69391.6530816894,0.456436761221984
"avg_bpred_power_cc3",0.7571,0.9585,1.0502,1.0749," avg power usage of bpred unit_cc3",0.7571,1.0749,0.3178,0.144347482947689,0.454208568117334
"RUU_fcount",578142,278896,178957,141875," cumulative RUU full count",141875,578142,436267,197771.619323063,0.453327020661804
"fetch_stage_power_cc1",2145183.0456,1447391.7987,1226975.5785,1136694.4078," total power usage of fetch stage_cc1",1136694.4078,2145183.0456,1008488.6378,456465.933201522,0.452623773925004
"issue_stage_power_cc2",2448637.092,2486695.3664,2521493.1049,2533213.7005," total power usage of issue stage_cc2",2448637.092,2533213.7005,84576.6084999996,38102.7601195386,0.450511799838116
"max_cycle_power_cc1",49.4707,50.39,50.5231,50.2729," maximum cycle power usage of cc1",49.4707,50.5231,1.0524,0.473481005426828,0.449905934461068
"avg_bpred_power_cc1",0.762,1.2355,1.2939,1.0624," avg power usage of bpred unit_cc1",0.762,1.2939,0.5319,0.238803692042927,0.44896351201904
"resultbus_power_cc2",332032.354,328716.0932,340409.9762,348732.7445," total power usage of resultbus_cc2",328716.0932,348732.7445,20016.6513,8975.73991068425,0.448413662013699
"regfile_power_cc3",1348653.4499,622252.3679,323286.0626,180111.1761," total power usage of arch. regfile_cc3",180111.1761,1348653.4499,1168542.2738,520408.220361847,0.445348218913402
