"metric","C1","C2","C4","C8","desc","min","max","range","sd","index"
"bpred_bimod.jr_seen",9646,9646,9646,9646," total number of JR's seen",9646,9646,0,0,NA
"bpred_bimod.jr_non_ras_hits.PP",5099,5099,5099,5099," total number of address-predicted hits for non-RAS JR's",5099,5099,0,0,NA
"bpred_bimod.jr_non_ras_seen.PP",6327,6327,6327,6327," total number of non-RAS JR's seen",6327,6327,0,0,NA
"bpred_bimod.bpred_dir_rate",0.9022,0.9022,0.9022,0.9022," branch direction-prediction rate (i.e., all-hits/updates)",0.9022,0.9022,0,0,NA
"bpred_bimod.bpred_jr_rate",0.8664,0.8664,0.8664,0.8664," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.8664,0.8664,0,0,NA
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.8059,0.8059,0.8059,0.8059," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.8059,0.8059,0,0,NA
"bpred_bimod.used_ras.PP",3319,3319,3319,3319," total number of RAS predictions used",3319,3319,0,0,NA
"bpred_bimod.ras_hits.PP",3258,3258,3258,3258," total number of RAS hits",3258,3258,0,0,NA
"bpred_bimod.ras_rate.PP",0.9816,0.9816,0.9816,0.9816," RAS prediction rate (i.e., RAS hits/used RAS)",0.9816,0.9816,0,0,NA
"il1.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"il1.repl_rate",0.0016,0.0016,0.0016,0.0016," replacement rate (i.e., repls/ref)",0.0016,0.0016,0,0,NA
"il1.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"ul2.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"ul2.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"itlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"itlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"itlb.miss_rate",1e-04,1e-04,1e-04,1e-04," miss rate (i.e., misses/ref)",1e-04,1e-04,0,0,NA
"itlb.repl_rate",0,0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"itlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"itlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dtlb.misses",111,111,111,111," total number of misses",111,111,0,0,NA
"dtlb.replacements",6,6,6,6," total number of replacements",6,6,0,0,NA
"dtlb.writebacks",0,0,0,0," total number of writebacks",0,0,0,0,NA
"dtlb.invalidations",0,0,0,0," total number of invalidations",0,0,0,0,NA
"dtlb.repl_rate",0,0,0,0," replacement rate (i.e., repls/ref)",0,0,0,0,NA
"dtlb.wb_rate",0,0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"dtlb.inv_rate",0,0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"avg_rename_power",0.418,0.418,0.418,0.418," avg power usage of rename unit",0.418,0.418,0,0,NA
"avg_bpred_power",4.5231,4.5231,4.5231,4.5231," avg power usage of bpred unit",4.5231,4.5231,0,0,NA
"avg_dcache2_power",4.2091,4.2091,4.2091,4.2091," avg power usage of dcache2",4.2091,4.2091,0,0,NA
"avg_alu_power",18.9412,18.9412,18.9412,18.9412," avg power usage of alu",18.9412,18.9412,0,0,NA
"avg_falu_power",14.281,14.281,14.281,14.281," avg power usage of falu",14.281,14.281,0,0,NA
"avg_dispatch_power",0.418,0.418,0.418,0.418," average power of dispatch unit per cycle",0.418,0.418,0,0,NA
"bpred_power_cc2",281440.2322,281440.2322,281440.2322,281440.2322," total power usage of bpred unit_cc2",281440.2322,281440.2322,0,0,NA
"total_bpred_access",124445,124445,124445,124445," total number accesses of bpred unit",124445,124445,0,0,NA
"max_rename_access",4,4,4,4," max number accesses of rename unit",4,4,0,0,NA
"max_bpred_access",3,3,3,3," max number accesses of bpred unit",3,3,0,0,NA
"max_icache_access",4,4,4,4," max number accesses of icache",4,4,0,0,NA
"sim_invalid_addrs",2,2,2,2," total non-speculative bogus addresses seen (debug var)",2,2,0,0,NA
"ld_text_base",4831838208,4831838208,4831838208,4831838208," program text (code) segment base",4831838208,4831838208,0,0,NA
"ld_text_size",376832,376832,376832,376832," program text (code) size in bytes",376832,376832,0,0,NA
"ld_data_base",5368709120,5368709120,5368709120,5368709120," program initialized data segment base",5368709120,5368709120,0,0,NA
"ld_data_size",612032,612032,612032,612032," program init'ed `.data' and uninit'ed `.bss' size in bytes",612032,612032,0,0,NA
"ld_stack_base",4831424512,4831424512,4831424512,4831424512," program stack segment base (highest address in stack)",4831424512,4831424512,0,0,NA
"ld_stack_size",16384,16384,16384,16384," program initial stack size",16384,16384,0,0,NA
"ld_prog_entry",4831869872,4831869872,4831869872,4831869872," program entry point (initial PC)",4831869872,4831869872,0,0,NA
"ld_environ_base",4831408128,4831408128,4831408128,4831408128," program environment base address address",4831408128,4831408128,0,0,NA
"ld_target_big_endian",0,0,0,0," target executable endian-ness, non-zero if big endian",0,0,0,0,NA
"mem.page_count",111,111,111,111," total number of pages allocated",111,111,0,0,NA
