"metric","C1","C2","C4","desc","min","max","range","sd","index"
"ul2.repl_rate",0.429,0.4362,0.5056," replacement rate (i.e., repls/ref)",0.429,0.5056,0.0766000000000001,0.0423000394010849,0.552219835523301
"avg_alu_power_cc2",0.8068,0.806,0.7983," avg power usage of alu_cc2",0.7983,0.8068,0.00849999999999995,0.00469361268108053,0.552189727185947
"avg_issue_power_cc2",2.1504,2.1542,2.1146," average power of issue unit per cycle_cc2",2.1146,2.1542,0.0396000000000001,0.0218488748756849,0.551739264537496
"avg_issue_power_cc1",3.6335,3.6401,3.5719," average power of issue unit per cycle_cc1",3.5719,3.6401,0.0682,0.0376150679028144,0.551540585085255
"ruu_full",0.1819,0.1817,0.1837," fraction of time (cycle's) RUU was full",0.1817,0.1837,0.002,0.00110151410945722,0.550757054728609
"avg_window_access",2.4625,2.4599,2.4367," avg number accesses of instruction window",2.4367,2.4625,0.0257999999999998,0.0142046940598287,0.550569537202666
"avg_alu_power_cc1",1.3901,1.3886,1.3754," avg power usage of alu_cc1",1.3754,1.3901,0.0146999999999999,0.00808888125762766,0.550264031131136
"icache_power_cc3",13858.7367,13863.4429,13904.8078," total power usage of icache_cc3",13858.7367,13904.8078,46.071100000001,25.3500477503171,0.550237518755066
"rename_power_cc3",1645.4256,1646.2198,1652.949," total power usage of rename unit_cc3",1645.4256,1652.949,7.52340000000004,4.1334899266036,0.54941780665704
"dispatch_stage_power_cc3",1645.4256,1646.2198,1652.949," total power usage of dispatch stage_cc3",1645.4256,1652.949,7.52340000000004,4.1334899266036,0.54941780665704
"avg_regfile_access",0.8566,0.8556,0.8474," avg number accesses of arch. regfile",0.8474,0.8566,0.00919999999999999,0.00504777178564958,0.548670846266259
"fetch_stage_power_cc3",24147.9446,24161.2448,24270.0043," total power usage of fetch stage_cc3",24147.9446,24270.0043,122.059700000002,66.962793804197,0.548606901411327
"avg_fetch_power_cc3",1.6263,1.6252,1.6163," average power of fetch unit per cycle_cc3",1.6163,1.6263,0.01,0.00548361194834206,0.548361194834205
"lsq_power_cc3",1882.5205,1884.3088,1898.7398," total power usage of lsq_cc3",1882.5205,1898.7398,16.2193,8.89304475774936,0.548300158314438
"avg_bpred_power_cc3",0.693,0.6927,0.6903," avg power usage of bpred unit_cc3",0.6903,0.693,0.00269999999999992,0.00147986485869484,0.548098095812919
"avg_window_power_cc2",0.5054,0.5065,0.4966," avg power usage of instruction window_cc2",0.4966,0.5065,0.00989999999999996,0.00542617114854785,0.548098095812917
"sim_CPI",1.5923,1.5943,1.6103," cycles per instruction",1.5923,1.6103,0.018,0.0098657657246325,0.548098095812916
"avg_rename_power_cc2",0.0804,0.0803,0.0795," avg power usage of rename unit_cc2",0.0795,0.0804,0.000899999999999998,0.000493288286231623,0.548098095812916
"avg_dispatch_power_cc2",0.0804,0.0803,0.0795," average power of dispatch unit per cycle_cc2",0.0795,0.0804,0.000899999999999998,0.000493288286231623,0.548098095812916
"avg_dcache_access",0.1542,0.154,0.1524," avg number accesses of dcache",0.1524,0.1542,0.0018,0.000986576572463246,0.548098095812916
"dcache2_power_cc3",913.3556,914.2756,921.5391," total power usage of dcache2_cc3",913.3556,921.5391,8.18349999999998,4.48282843191659,0.547788651789161
"dcache_power_cc3",14869.077,14880.6383,14971.9119," total power usage of dcache_cc3",14869.077,14971.9119,102.8349,56.3316819866342,0.547787589491839
"dcache2_power",7189.8544,7199.0547,7271.2051," total power usage of dcache2",7189.8544,7271.2051,81.3507,44.5500881606686,0.547630053099341
"lsq_power",14301.2965,14319.5969,14463.1107," total power usage of load/store queue",14301.2965,14463.1107,161.814199999999,88.6142866136149,0.547629853335588
"resultbus_power",34113.9168,34157.5701,34499.904," total power usage of resultbus",34113.9168,34499.904,385.987200000003,211.37810839581,0.547629839527862
"dcache_power",90348.6883,90464.3015,91370.9526," total power usage of dcache",90348.6883,91370.9526,1022.26430000001,559.822431401239,0.547629836433917
"falu_power",212044.9554,212316.2952,214444.1709," total power usage of falu",212044.9554,214444.1709,2399.21549999999,1313.88198970042,0.547629835544336
"clock_power",387495.2736,387991.1255,391879.649," total power usage of clock",387495.2736,391879.649,4384.37539999996,2401.01477730113,0.547629835096043
"bpred_power",67159.3807,67245.3201,67919.266," total power usage of bpred unit",67159.3807,67919.266,759.885300000009,416.13586037801,0.547629833578838
"alu_power",281238.5724,281598.4547,284420.6898," total power usage of alu",281238.5724,284420.6898,3182.11739999999,1742.62241927255,0.547629832661912
"total_power",1010604.3656,1011897.5689,1022039.0055," total power per cycle",1010604.3656,1022039.0055,11434.6399,6261.94991901646,0.547629831265302
"fetch_stage_power",103937.0116,104070.0129,105113.0231," total power usage of fetch stage",103937.0116,105113.0231,1176.01150000001,644.018978917807,0.547629830930907
"sim_cycle",14848,14867,15016," total simulation time in cycles",14848,15016,168,92.001811576367,0.547629830811708
"issue_stage_power",459922.063,460510.5948,465125.9226," total power usage of issue stage",459922.063,465125.9226,5203.85959999997,2849.78873829785,0.547629828117936
"icache_power",36777.6309,36824.6928,37193.7571," total power usage of icache",36777.6309,37193.7571,416.126200000006,227.883118539801,0.547629826095539
"regfile_power",53044.0658,53111.9428,53644.2411," total power usage of arch. regfile",53044.0658,53644.2411,600.175300000003,328.673890566821,0.547629818432748
"window_power",32729.7347,32771.6168,33100.0604," total power usage of instruction window",32729.7347,33100.0604,370.325700000001,202.801394128122,0.547629813777768
"rename_power",6205.9515,6213.8929,6276.1697," total power usage of rename unit",6205.9515,6276.1697,70.2182000000003,38.4535678089825,0.547629643154942
"dispatch_stage_power",6205.9515,6213.8929,6276.1697," total power usage of dispatch stage",6205.9515,6276.1697,70.2182000000003,38.4535678089825,0.547629643154942
"bpred_power_cc3",10289.2079,10297.8019,10365.1964," total power usage of bpred unit_cc3",10289.2079,10365.1964,75.9885000000013,41.613554679736,0.547629637112659
"avg_dcache_power_cc1",0.7682,0.7672,0.7594," avg power usage of dcache_cc1",0.7594,0.7682,0.00880000000000003,0.00481802172404126,0.54750246864105
"avg_fetch_power_cc2",1.0502,1.0489,1.0388," average power of fetch unit per cycle_cc2",1.0388,1.0502,0.0114000000000001,0.00624045938479962,0.547408717964875
"sim_IPC",0.628,0.6272,0.621," instructions per cycle",0.621,0.628,0.00700000000000001,0.0038314488121336,0.5473498303048
"avg_total_power_cycle_cc1",9.4541,9.4712,9.3229," average total power per cycle_cc1",9.3229,9.4712,0.148299999999999,0.0811364488582861,0.547110241795594
"avg_dcache_power_cc2",0.469,0.4684,0.4638," avg power usage of dcache_cc2",0.4638,0.469,0.00519999999999998,0.00284487843911357,0.547092007521843
"avg_dcache_power_cc3",1.0014,1.0009,0.9971," avg power usage of dcache_cc3",0.9971,1.0014,0.00430000000000008,0.00235159520326098,0.546882605409519
"avg_total_power_cycle_cc3",11.3078,11.3157,11.2478," average total power per cycle_cc3",11.2478,11.3157,0.0678999999999998,0.0371322411568887,0.546866585521189
"avg_window_power_cc1",0.7822,0.784,0.7687," avg power usage of instruction window_cc1",0.7687,0.784,0.0153,0.0083624159188598,0.546563131951621
"avg_fetch_power_cc1",1.2491,1.2475,1.2355," average power of fetch unit per cycle_cc1",1.2355,1.2491,0.0136000000000001,0.00743325859454208,0.546563131951621
"avg_lsq_access",0.1557,0.1555,0.154," avg number accesses of lsq",0.154,0.1557,0.00170000000000001,0.00092915732431776,0.546563131951621
"avg_total_power_insn",88.4865,88.5997,89.4407," average total power per insn",88.4865,89.4407,0.9542,0.521311308145145,0.546333376802709
"avg_total_power_insn_nofp_nod2",69.2907,69.3794,70.0379," average total power per insn",69.2907,70.0379,0.747199999999992,0.40820701039219,0.54631559206664
"avg_issue_power_cc3",4.8658,4.8701,4.8341," average power of issue unit per cycle_cc3",4.8341,4.8701,0.0359999999999996,0.0196612139333594,0.546144831482212
"avg_icache_power_cc3",0.9334,0.9325,0.926," avg power usage of icache_cc3",0.926,0.9334,0.00739999999999996,0.00403773864103822,0.545640356897059
"sim_exec_BW",0.7692,0.7682,0.761," total instructions (mis-spec + committed) per cycle",0.761,0.7692,0.00819999999999999,0.00447362641861536,0.545564197392117
"ifq_rate",0.7692,0.7682,0.761," avg IFQ dispatch rate (insn/cycle)",0.761,0.7692,0.00819999999999999,0.00447362641861536,0.545564197392117
"ruu_rate",0.7692,0.7682,0.761," avg RUU dispatch rate (insn/cycle)",0.761,0.7692,0.00819999999999999,0.00447362641861536,0.545564197392117
"lsq_rate",0.7692,0.7682,0.761," avg LSQ dispatch rate (insn/cycle)",0.761,0.7692,0.00819999999999999,0.00447362641861536,0.545564197392117
"ul2.miss_rate",0.9499,0.9571,0.9581," miss rate (i.e., misses/ref)",0.9499,0.9581,0.00819999999999999,0.00447362641861536,0.545564197392117
"avg_icache_power_cc1",0.7619,0.7609,0.7537," avg power usage of icache_cc1",0.7537,0.7619,0.00819999999999999,0.00447362641861536,0.545564197392117
"avg_icache_power_cc2",0.7619,0.7609,0.7537," avg power usage of icache_cc2",0.7537,0.7619,0.00819999999999999,0.00447362641861536,0.545564197392117
"avg_rename_access",0.7692,0.7682,0.761," avg number accesses of rename unit",0.761,0.7692,0.00819999999999999,0.00447362641861536,0.545564197392117
"alu_power_cc3",38038.7508,38078.9331,38363.7197," total power usage of alu_cc3",38038.7508,38363.7197,324.9689,177.164147398234,0.545172622359353
"ul2.hits",49,42,41," total number of hits",41,49,8,4.35889894354067,0.544862367942584
"ul2.misses",930,937,938," total number of misses",930,938,8,4.35889894354067,0.544862367942584
"avg_icache_access",0.8455,0.8444,0.8368," avg number accesses of icache",0.8368,0.8455,0.00870000000000004,0.00473743953347519,0.544533279709789
"avg_bpred_power_cc1",0.4873,0.4866,0.4818," avg power usage of bpred unit_cc1",0.4818,0.4873,0.0055,0.00299388265189758,0.544342300345015
"avg_window_power_cc3",0.6394,0.6406,0.6315," avg power usage of instruction window_cc3",0.6315,0.6406,0.0091,0.00494401995680978,0.543298896352723
"lsq_power_cc1",935.6241,935.5465,935.0363," total power usage of lsq_cc1",935.0363,935.6241,0.587800000000016,0.319331238684867,0.543265121954505
"avg_regfile_power_cc1",0.9683,0.9718,0.9471," avg power usage of arch. regfile_cc1",0.9471,0.9718,0.0246999999999999,0.0133652534581279,0.541103378871576
"avg_rename_power_cc3",0.1108,0.1107,0.1101," avg power usage of rename unit_cc3",0.1101,0.1108,0.000699999999999992,0.000378593889720016,0.540848413885744
"avg_dispatch_power_cc3",0.1108,0.1107,0.1101," average power of dispatch unit per cycle_cc3",0.1101,0.1108,0.000699999999999992,0.000378593889720016,0.540848413885744
"avg_bpred_access",0.1275,0.1273,0.1261," avg number accesses of bpred unit",0.1261,0.1275,0.00140000000000001,0.000757187779440042,0.54084841388574
"avg_lsq_power_cc1",0.063,0.0629,0.0623," avg power usage of lsq_cc1",0.0623,0.063,0.000699999999999999,0.000378593889720017,0.540848413885739
"avg_regfile_power_cc2",0.2167,0.2175,0.2122," avg power usage of arch. regfile_cc2",0.2122,0.2175,0.0053,0.00285715476187996,0.539085804128295
"total_regfile_access",12719,12720,12725," total number accesses of arch. regfile",12719,12725,6,3.21455025366432,0.53575837561072
"avg_clock_power_cc2",2.0037,2.0077,1.9878," avg power usage of clock_cc2",1.9878,2.0077,0.0198999999999998,0.0105263162280701,0.528960614475887
"avg_clock_power_cc1",3.4896,3.4984,3.456," avg power usage of clock_cc1",3.456,3.4984,0.0424000000000002,0.0223761778088514,0.527740042661588
"avg_regfile_power_cc3",0.4605,0.4614,0.4573," avg power usage of arch. regfile_cc3",0.4573,0.4614,0.00409999999999999,0.0021548395145192,0.525570613297367
"avg_clock_power_cc3",4.2443,4.2484,4.2301," avg power usage of clock_cc3",4.2301,4.2484,0.0183,0.00960329804459554,0.524770384950576
"regfile_power_cc3",6837.5382,6860.0893,6866.7374," total power usage of arch. regfile_cc3",6837.5382,6866.7374,29.1992,15.304370974006,0.52413665353866
"avg_resultbus_power_cc1",0.6012,0.6085,0.5776," avg power usage of resultbus_cc1",0.5776,0.6085,0.0309,0.0161506449819607,0.52267459488546
"avg_resultbus_power_cc2",0.3163,0.3203,0.3035," avg power usage of resultbus_cc2",0.3035,0.3203,0.0168,0.00877572409168231,0.522364529266805
"avg_lsq_power_cc3",0.1268,0.1267,0.1264," avg power usage of instruction lsq_cc3",0.1264,0.1268,0.000399999999999984,0.000208166599946606,0.520416499866536
"avg_resultbus_power_cc3",0.4748,0.479,0.4629," avg power usage of resultbus_cc3",0.4629,0.479,0.0161,0.0083512474118142,0.518711019367342
"window_power_cc3",9493.8222,9524.1816,9482.6802," total power usage of instruction window_cc3",9482.6802,9524.1816,41.5013999999992,21.4794612530199,0.517559919738136
"clock_power_cc3",63019.9504,63160.393,63518.6462," total power usage of clock_cc3",63019.9504,63518.6462,498.695800000001,257.153320071459,0.515651665948376
"total_window_access",36563,36571,36589," total number accesses of instruction window",36563,36589,26,13.3166562369588,0.512179086036876
"regfile_power_cc1",14377.4785,14447.3155,14222.0294," total power usage of arch. regfile_cc1",14222.0294,14447.3155,225.286100000001,115.322342525217,0.511892844366413
"lsq_occupancy",1.2505,1.2493,1.2467," avg LSQ occupancy (insn's)",1.2467,1.2505,0.00380000000000003,0.00194250697124449,0.511186045064337
"ruu_occupancy",5.4425,5.4376,5.4531," avg RUU occupancy (insn's)",5.4376,5.4531,0.0155000000000003,0.00792275204711105,0.511145293361993
"resultbus_power_cc1",8926.355,9047.1256,8673.6672," total power usage of resultbus_cc1",8673.6672,9047.1256,373.4584,190.572750161087,0.510291775900841
"resultbus_power_cc2",4695.7828,4762.0794,4557.9212," total power usage of resultbus_cc2",4557.9212,4762.0794,204.1582,104.148636215555,0.510136924284966
"total_power_cycle_cc2",81684.7883,81895.5177,81580.8953," total power per cycle_cc2",81580.8953,81895.5177,314.622399999993,160.305900315154,0.509518395114773
"total_power_cycle_cc3",167898.6897,168231.0212,168897.2802," total power per cycle_cc3",167898.6897,168897.2802,998.59050000002,508.515530353395,0.509233294682239
"regfile_power_cc2",3217.9094,3233.6729,3186.3766," total power usage of arch. regfile_cc2",3186.3766,3233.6729,47.2963,24.0823081734981,0.509179537796785
"alu_power_cc1",20639.7178,20644.3779,20653.6982," total power usage of alu_cc1",20639.7178,20653.6982,13.9804000000004,7.11847488651898,0.509175337366512
"issue_stage_power_cc1",53950.4204,54117.2821,53636.3613," total power usage of issue stage_cc1",53636.3613,54117.2821,480.9208,244.185981406366,0.507746767048475
"max_cycle_power_cc1",35.5496,35.5751,35.5028," maximum cycle power usage of cc1",35.5028,35.5751,0.0722999999999985,0.0366691968823962,0.507181146367869
"issue_stage_power_cc2",31929.5592,32027.0721,31752.9405," total power usage of issue stage_cc2",31752.9405,32027.0721,274.131600000001,138.955067662572,0.506891827365295
"window_power_cc2",7504.158,7530.7559,7457.2636," total power usage of instruction window_cc2",7457.2636,7530.7559,73.4922999999999,37.210328304249,0.506316012755746
"avg_total_power_insn_cc3",14.7009,14.73,14.7805," average total power per insn_cc3",14.7009,14.7805,0.0795999999999992,0.0402765854229638,0.505987254057339
"window_power_cc1",11614.5069,11656.0155,11543.2698," total power usage of instruction window_cc1",11543.2698,11656.0155,112.745699999999,57.022336499042,0.505760632104304
"ul2.writebacks",45,29,39," total number of writebacks",29,45,16,8.08290376865476,0.505181485540923
"ul2.wb_rate",0.046,0.0296,0.0398," writeback rate (i.e., wrbks/ref)",0.0296,0.046,0.0164,0.00828090172223613,0.504933031843667
"avg_total_power_insn_cc2",7.1522,7.1706,7.1393," average total power per insn_cc2",7.1393,7.1706,0.0312999999999999,0.015730331634563,0.502566505896583
"resultbus_power_cc3",7050.3047,7120.737,6950.3526," total power usage of resultbus_cc3",6950.3526,7120.737,170.3844,85.6173414492842,0.502495189989719
"clock_power_cc1",51813.4468,52010.644,51895.6869," total power usage of clock_cc1",51813.4468,52010.644,197.197200000002,99.0499070976018,0.502288608041091
"lsq_power_cc2",549.547,549.5052,549.5291," total power usage of lsq_cc2",549.5052,549.547,0.0418000000000802,0.0209716475271174,0.501714055671702
"alu_power_cc2",11978.8653,11983.5255,11987.0206," total power usage of alu_cc2",11978.8653,11987.0206,8.15530000000035,4.09149740600368,0.501697964023825
"total_alu_access",10282,10286,10289," total number accesses of alu",10282,10289,7,3.51188458428425,0.501697797754892
"total_resultbus_access",9689,9693,9696," total number accesses of resultbus",9689,9696,7,3.51188458428425,0.501697797754892
"ifq_occupancy",1.4079,1.4063,1.4042," avg IFQ occupancy (insn's)",1.4042,1.4079,0.00370000000000004,0.00185562208796226,0.501519483233039
"issue_stage_power_cc3",72247.8308,72403.0744,72588.9434," total power usage of issue stage_cc3",72247.8308,72588.9434,341.112600000008,170.785277654295,0.500671267066333
"total_power_cycle_cc1",140373.9341,140807.8299,139992.8738," total power per cycle_cc1",139992.8738,140807.8299,814.95610000001,407.763404116686,0.500350146611186
"avg_total_power_insn_cc1",12.2909,12.3289,12.2511," average total power per insn_cc1",12.2511,12.3289,0.0778000000000016,0.0389034702822263,0.500044605169993
"max_cycle_power_cc3",29.9066,29.9142,29.8987," maximum cycle power usage of cc3",29.8987,29.9142,0.0154999999999994,0.00775048385586315,0.500031216507319
"max_cycle_power_cc2",26.1374,26.145,26.1299," maximum cycle power usage of cc2",26.1299,26.145,0.0151000000000003,0.00755005518743644,0.500003654797104
"avg_dcache2_power_cc2",0.016,0.0159,0.0158," avg power usage of dcache2_cc2",0.0158,0.016,0.000199999999999999,9.99999999999994e-05,0.5
"sim_num_insn",9325,9325,9325," total number of instructions committed",9325,9325,0,0,NA
"sim_num_refs",2209,2209,2209," total number of loads and stores committed",2209,2209,0,0,NA
"sim_num_loads",1317,1317,1317," total number of loads committed",1317,1317,0,0,NA
"sim_num_stores",892,892,892," total number of stores committed",892,892,0,0,NA
"sim_num_branches",1893,1893,1893," total number of branches committed",1893,1893,0,0,NA
"sim_elapsed_time",1,1,1," total simulation time in seconds",1,1,0,0,NA
"sim_inst_rate",9325,9325,9325," simulation speed (in insts/sec)",9325,9325,0,0,NA
"sim_IPB",4.926,4.926,4.926," instruction per branch",4.926,4.926,0,0,NA
"bpred_bimod.updates",1893,1893,1893," total number of updates",1893,1893,0,0,NA
"bpred_bimod.addr_hits",1443,1443,1443," total number of address-predicted hits",1443,1443,0,0,NA
"bpred_bimod.dir_hits",1664,1664,1664," total number of direction-predicted hits (includes addr-hits)",1664,1664,0,0,NA
"bpred_bimod.misses",229,229,229," total number of misses",229,229,0,0,NA
"bpred_bimod.jr_hits",154,154,154," total number of address-predicted hits for JR's",154,154,0,0,NA
"bpred_bimod.jr_seen",310,310,310," total number of JR's seen",310,310,0,0,NA
"bpred_bimod.jr_non_ras_hits.PP",34,34,34," total number of address-predicted hits for non-RAS JR's",34,34,0,0,NA
"bpred_bimod.jr_non_ras_seen.PP",115,115,115," total number of non-RAS JR's seen",115,115,0,0,NA
"bpred_bimod.bpred_addr_rate",0.7623,0.7623,0.7623," branch address-prediction rate (i.e., addr-hits/updates)",0.7623,0.7623,0,0,NA
"bpred_bimod.bpred_dir_rate",0.879,0.879,0.879," branch direction-prediction rate (i.e., all-hits/updates)",0.879,0.879,0,0,NA
"bpred_bimod.bpred_jr_rate",0.4968,0.4968,0.4968," JR address-prediction rate (i.e., JR addr-hits/JRs seen)",0.4968,0.4968,0,0,NA
"bpred_bimod.bpred_jr_non_ras_rate.PP",0.2957,0.2957,0.2957," non-RAS JR addr-pred rate (ie, non-RAS JR hits/JRs seen)",0.2957,0.2957,0,0,NA
"bpred_bimod.retstack_pushes",220,220,220," total number of address pushed onto ret-addr stack",220,220,0,0,NA
"bpred_bimod.retstack_pops",241,241,241," total number of address popped off of ret-addr stack",241,241,0,0,NA
"bpred_bimod.used_ras.PP",195,195,195," total number of RAS predictions used",195,195,0,0,NA
"bpred_bimod.ras_hits.PP",120,120,120," total number of RAS hits",120,120,0,0,NA
"bpred_bimod.ras_rate.PP",0.6154,0.6154,0.6154," RAS prediction rate (i.e., RAS hits/used RAS)",0.6154,0.6154,0,0,NA
"il1.misses",338,338,338," total number of misses",338,338,0,0,NA
"il1.replacements",84,84,84," total number of replacements",84,84,0,0,NA
"il1.writebacks",0,0,0," total number of writebacks",0,0,0,0,NA
"il1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"il1.repl_rate",0.0073,0.0073,0.0073," replacement rate (i.e., repls/ref)",0.0073,0.0073,0,0,NA
"il1.wb_rate",0,0,0," writeback rate (i.e., wrbks/ref)",0,0,0,0,NA
"il1.inv_rate",0,0,0," invalidation rate (i.e., invs/ref)",0,0,0,0,NA
"dl1.accesses",2289,2289,2289," total number of accesses",2289,2289,0,0,NA
"dl1.hits",1732,1732,1732," total number of hits",1732,1732,0,0,NA
"dl1.misses",557,557,557," total number of misses",557,557,0,0,NA
"dl1.replacements",102,102,102," total number of replacements",102,102,0,0,NA
"dl1.writebacks",84,84,84," total number of writebacks",84,84,0,0,NA
"dl1.invalidations",0,0,0," total number of invalidations",0,0,0,0,NA
"dl1.miss_rate",0.2433,0.2433,0.2433," miss rate (i.e., misses/ref)",0.2433,0.2433,0,0,NA
