id,tags,lon,lat
136615218,"amenity=hospital,name:en=Hangzhou Number 6 Hospital",-61673.7844637169,3366095.80043789
150097307,"amenity=restaurant,name:en=900 Bowls",-58979.6059672186,3364133.95513374
150133186,"amenity=bus_station,name:en=Hangzhou East Bus Station",-58366.6527512951,3365338.37256711
156666086,"amenity=pub,name:en=Casablanca",-63200.4359061434,3363673.35029639
156667379,amenity=ice_cream,-62684.9313667907,3362718.12971709
156667905,amenity=pub,-65961.1518225521,3363131.76166804
158177665,amenity=restaurant,-62388.6165587013,3366183.57863922
173736450,"shop=supermarket,name:en=Vanguard",-61611.4662191015,3365763.1789617
173898476,"shop=convenience,name:en=C-Store",-62242.04169246,3365605.38185927
174057880,"amenity=bank,name:en=Bank of China",-61213.5757838918,3365712.19211305
183485009,amenity=place_of_worship,-58238.1312320889,3363464.5127111
183485050,"shop=supermarket,name:en=Hymall",-58364.9133916697,3363520.1289728
183485105,"amenity=fast_food,name:en=KFC",-58364.0846872857,3363467.13462167
183485300,"shop=doityourself,name:en=B&Q",-58213.3524723431,3362900.10895122
183485339,"amenity=fuel,name:en=Sinopec",-58278.7370947124,3363151.78730094
186574815,amenity=pub,-65738.7017704205,3363490.16283668
186681752,"shop=convenience,name:en=Daily",-61047.1780564024,3365769.26545246
186681881,"shop=supermarket,name:en=Century Mart",-61712.5026816356,3365697.363793
186681941,amenity=pub,-62774.0469985288,3365108.83273909
188351595,"amenity=restaurant,name:en=Grandma's Kitchen",-61862.4216228669,3364893.74864773
188351647,"amenity=restaurant,name:en=Grandma's Kitchen",-63282.9728121633,3367330.99627586
188351869,amenity=pub,-63465.3835634155,3363853.43234663
188351985,amenity=pub,-66187.6362690286,3365938.04713129
189302407,"amenity=restaurant,name:en=Grandma's Kitchen",-65807.3311495138,3364475.62947897
206180092,"amenity=cafe,name:en=L96 Cafe",-62011.5365891185,3364529.11446973
206180096,"amenity=fast_food,name:en=Subway",-62039.6104269231,3364474.79695774
206180107,"shop=supermarket,name:en=Lianhua",-63388.4921115012,3367640.91094064
221543071,shop=convenience,-2245704.70650262,3515564.47658236
221547424,amenity=drinking_water,-2245700.32423154,3514664.18612776
221615314,"amenity=bus_station,name:en=Busstop",-2281870.96396605,3641227.83468143
221618622,"amenity=police,name:en=checkpoint",-2280610.2087781,3639413.35864781
232228496,"amenity=toilets,name:en=Moreton Terrace Public Toilet",-723382.850696604,2513008.80151854
232985477,"amenity=cafe,name:en=Starbucks",-63253.6357431194,3363734.39094375
236863989,"amenity=cafe,name:en=C. Straits Cafe",-61335.8402644412,3367220.2202753
236864055,"amenity=cafe,name:en=C. Straits Cafe",-66086.1508309175,3365787.32784864
243682016,"amenity=cafe,name:en=C. Straits Cafe",-61768.6045854429,3363597.41636484
243845858,"amenity=school,name:en=SKY Kei Yan Primary School",-727318.531149314,2513874.27581165
243845865,"amenity=bank,name:en=HSBC",-727133.653616588,2513715.99140147
243845868,"amenity=place_of_worship,name:en=Man Mo Temple",-727477.198471408,2513904.13580197
244082285,"amenity=townhall,name:en=Yiwu",-76615.8478060224,3258218.29497406
244134891,amenity=customs,-2500476.53967213,6109024.8892256
245090969,"amenity=bus_station,name:en=Star Ferry",-725418.256647949,2514882.7138626
249976232,"amenity=bus_station,name:en=Sai Kung Bus Terminus",-713670.183642686,2523914.44368764
250541406,"amenity=bus_station,name:en=Microbus Station",-2126077.44217065,3215395.28817678
251084333,"amenity=toilets,name:en=Old Peak Road Public Toilet",-727465.48064067,2512633.38690413
252189604,amenity=fuel,-723204.675608386,2510566.08609368
252491094,amenity=police,-3796935.84008836,5932739.35647808
253288222,"amenity=place_of_worship,name:en=Kau Yan Church",-728440.297493869,2514136.48862464
253288511,"amenity=toilets,name:en=Ladder Street Public Toilet",-727439.505540535,2513954.84171433
253311811,"amenity=bus_station,name:en=Cyberport",-729774.231674992,2511602.82859428
253338374,amenity=parking,-749730.563812352,2519470.81437706
253338398,amenity=parking,-749746.21053416,2519556.61502664
253707820,"amenity=fuel,name:en=Sinopec",84404.252870124,3458525.65849724
253707829,"amenity=fuel,name:en=Sinopec",98274.8258900372,3429508.27542643
253711836,"shop=supermarket,name:en=Century Mart",-66871.2714075671,3366492.83122357
253711839,amenity=pub,-65738.2193627791,3363498.90863024
253711840,"amenity=pub,name:en=Jazz Coffee Bar",-65971.8949428174,3364785.28389931
253712009,"shop=computer,name:en=PC Mall",-66133.3144498707,3365740.2046241
254280570,"amenity=fuel,name:en=CNPC",-66169.3223802003,3366408.05145846
256089158,"amenity=shelter,name:en=Pavilion",-728763.114423728,2512030.70949824
256089159,amenity=shelter,-729359.51578911,2513218.46837703
256089161,amenity=telephone,-728683.872373567,2511467.9554156
256089162,amenity=fuel,-729331.969833053,2513818.19613196
256089165,amenity=toilets,-729371.048027056,2513205.92036788
256089166,"amenity=toilets,name:en=Kotewall Road Public Toilet",-728752.082825165,2513611.89982269
256089180,amenity=toilets,-728670.813555707,2511460.51128791
256089181,amenity=toilets,-729079.241260254,2511928.98300978
256361587,amenity=toilets,-726770.596949975,2510479.24375605
256361671,"amenity=bus_station,name:en=Aberdeen",-727256.234143425,2509749.05190796
257006964,amenity=toilets,-720431.507409845,2508379.47608534
257346557,"amenity=shelter,name:en=Pavilion 9",-729168.789977544,2513344.25570505
257346687,amenity=toilets,-729227.961459042,2513179.25449978
259968975,amenity=telephone,-722206.504345068,2508618.18491173
259968978,"amenity=fuel,name:en=Ps2",-722736.999398435,2508387.59626601
264137069,"amenity=bus_station,name:en=Fugong Busterminal",-2255374.98255378,3288152.20121875
264495983,"shop=books,name:en=Xinhua Bookstore",-2285298.14943219,3163680.9626435
264495985,amenity=bus_station,-2305553.62544099,3188025.18244248
264495994,"amenity=police,name:en=Control Point",-2282539.98475346,3161655.38517967
264495999,"shop=market,name:en=Market",-2285275.4205031,3163712.00113753
264496000,"amenity=post_office,name:en=Post Office",-2285345.04517969,3164020.33176615
264496002,"amenity=music_venue,name:en=Nujiang Music Hall",-2285340.71851078,3164125.25056369
264505444,amenity=place_of_worship,-2249392.04538672,3426267.8537634
264505452,amenity=police,-2260619.62643181,3444697.40741269
264506059,"amenity=place_of_worship,name:en=Stupa",-2256418.36124082,3469576.54383172
264562850,amenity=place_of_worship,-2251431.09869073,3393860.51261418
264562853,"shop=market,name:en=market",-2250010.10108238,3425217.34633124
264562862,"amenity=bus_station,name:en=Gongshan Busterminal",-2253335.60640075,3391900.65921816
264562864,"amenity=bus_station,name:en=Bus to Bingzhongluo",-2253280.50085385,3391949.66755814
264562865,amenity=place_of_worship,-2253196.46454135,3390693.81191132
264562866,amenity=place_of_worship,-2248636.63252622,3402428.95558109
264562876,"amenity=place_of_worship,name:en=Puhua Temple",-2251189.84728061,3426098.12079964
264688485,"amenity=place_of_worship,name:en=Bitu Temple",-2242731.18672093,3524720.49150559
264712004,"amenity=place_of_worship,name:en=Zhayu Temple",-2268394.50438291,3578255.3477166
265330633,amenity=ferry_terminal,-2115754.54415695,3379677.75198256
265330761,"amenity=ferry_terminal,name:en=Luoshui Jetty",-2034606.28021521,3333926.81882659
265568659,"amenity=place_of_worship,name:en=Zhamei Temple",-2044137.61543335,3346667.53349958
265568827,amenity=place_of_worship,-2033790.06980914,3336671.41024443
265576017,"amenity=bus_station,name:en=Luoshui Busterminal",-2034844.19649832,3333940.45487228
265576071,amenity=bus_station,-2036806.84945423,3285400.01629155
265576073,"amenity=bus_station,name:en=Ninglang Busterminal",-2036506.01701567,3286228.87257092
265604532,amenity=place_of_worship,-2033261.79844938,3334255.94335252
265719114,"shop=convenience,name:en=All-Days",70316.52106561,3469130.1453167
265719846,amenity=post_office,70065.1921768772,3469249.91128889
265740753,"shop=supermarket,name:en=E-Mart",70783.9100399254,3468963.27928409
266499577,"amenity=hospital,name:en=Shanghai United Family Hospital",58734.1275660275,3463573.53757299
266581429,amenity=pub,-18290.5890749418,3476758.03487609
267195089,"amenity=cinema,name:en=Peace Cinema",68357.899815523,3465926.68973546
267197720,"amenity=pub,name:en=Wunder Bar",71571.0012557916,3469745.04458905
267241687,amenity=cafe,-17967.0626716543,3476695.80094907
267241709,amenity=fast_food,-17984.7781821195,3476688.7800192
267601063,amenity=bank,-814525.107285203,2615597.81931726
267671918,"amenity=pub,name:en=Sashas",65722.2152869893,3463329.36326935
267671919,"amenity=pub,name:en=Zapatas",65706.9256269329,3463303.3443444
267771749,"shop=supermarket,name:en=Lianhua",-66027.0595880152,3366040.74498937
269492188,amenity=toilets,-332032.709795616,4473128.97058209
269693162,amenity=parking,-320760.707625549,4460724.86462621
269769920,"shop=convenience,name:en=C-Store",-62987.795794538,3365430.66153357
269769926,"amenity=fuel,name:en=Sinopec",-64282.6523450533,3365813.82978635
269879490,"amenity=cafe,name:en=C. Straits Cafe",-62307.1914152591,3366046.50918833
269879500,"shop=convenience,name:en=C-Store",-61428.2694931534,3365777.16897864
269967679,"shop=convenience,name:en=C-Store",-68256.0945141275,3367063.93439732
270145618,"shop=convenience,name:en=Kedi",-62785.7929872059,3364011.54109664
270145625,"shop=convenience,name:en=Daily",-61225.042003607,3365551.42110061
270145633,"shop=convenience,name:en=Kedi",-62445.4610948522,3366063.31428227
270413614,"amenity=restaurant,name:en=Chuan Wei Guan",-63906.1780876835,3366408.6936991
270622871,"shop=convenience,name:en=Kedi",-61506.7228027026,3367152.72165416
270623275,"amenity=hospital,name:en=The First People's Hospital of Hangzhou",-62310.8715838216,3363129.97763624
270624861,"shop=supermarket,name:en=Lianhua",-60577.1132222908,3365766.40630665
270719428,"shop=convenience,name:en=C-Store",-63432.3330428058,3366626.35680909
271138350,"shop=convenience,name:en=Kedi",-62711.6706015354,3366741.83802474
271426008,"shop=convenience,name:en=Kedi",-61938.6705598043,3365030.23288707
271426013,"shop=convenience,name:en=Kedi",-63556.7949206826,3366823.32373049
271426027,"shop=convenience,name:en=C-Store",-63309.7960979532,3365403.002867
271613334,"shop=convenience,name:en=Kedi",-61850.6379897904,3366141.76577657
271613335,"shop=convenience,name:en=Kedi",-65241.3690357922,3365805.11122535
271613336,"shop=convenience,name:en=Kedi",-65720.6666373595,3365792.76678374
271822412,"amenity=place_of_worship,name:en=Fahai Temple",-342317.128413557,4469611.79662026
272576435,amenity=cafe,-317058.706026982,4465927.35369195
273092476,"amenity=restaurant,name:en=남라고향 후통 인근",-321479.510748459,4466895.08793131
273110892,amenity=pub,-317142.53190006,4465245.00045228
273111613,amenity=restaurant,-316827.61557737,4465915.05491031
273112525,amenity=fuel,-729451.620135378,2511575.96100275
273218729,amenity=restaurant,-730123.702090712,4209873.90866772
274666965,amenity=pub,-65639.9851322444,3363002.49684836
274667006,"amenity=fast_food,name:en=KFC",-65560.8595190124,3363011.14605429
274748336,"amenity=fast_food,name:en=McDonald's",-315087.207763752,4464628.52698216
274942287,amenity=toilets,-331319.157434899,4474827.03034844
275438446,amenity=restaurant,-260107.377427983,4370632.13793738
275438451,amenity=restaurant,-260096.723410237,4370634.44653211
275438454,amenity=restaurant,-260042.472054996,4370651.47732525
275438458,shop=supermarket,-260018.628500592,4370659.75684865
275627512,"shop=convenience,name:en=C-Store",-62936.5051653718,3363315.49257998
275627516,amenity=pub,-62813.5193058916,3363271.750247
276320137,amenity=fast_food,-326100.707914596,4471862.73922904
276320141,"shop=convenience,name:en=7-Eleven",-326115.324380194,4471866.88377232
276320142,amenity=massage,-326104.082407018,4471868.96553089
276581657,amenity=toilets,-327549.629519815,4468079.78200683
276916986,"amenity=place_of_worship,name:en=Cheng'en Temple",-341918.211761864,4468990.99597945
277045518,amenity=fuel,-735804.540434515,2550448.97360349
277048405,amenity=fuel,-684727.748958331,2625879.4893122
277083370,amenity=ferry_terminal,1169417.42816475,5406585.18309998
277083928,amenity=ferry_terminal,1161508.40089807,5408343.88174934
277083937,amenity=ferry_terminal,1162521.47195936,5408449.7185455
277083963,amenity=ferry_terminal,1163222.54386129,5410757.37765408
277087240,amenity=ferry_terminal,1170515.4902663,5406941.6609945
277139450,amenity=toilets,-343421.221535255,4472478.25689865
277487997,"amenity=fuel,name:en=Sinopec",-735255.091550044,2540706.89002487
277501742,amenity=school,-754963.892118438,2553548.71673853
277732472,amenity=fuel,-731774.483123423,2544481.11522157
277751266,"amenity=studio,name:en=Shenzhen TV Tower",-735650.715982011,2544013.92174196
277752144,shop=supermarket,-731565.80857713,2544065.84775017
277752288,amenity=townhall,-753076.241772551,2549942.65950861
277752326,amenity=fuel,-755323.63990404,2553550.54046002
277752513,amenity=fire_station,-731655.794362701,2544432.01803934
277932692,"amenity=fuel,name:en=Shell",-735629.075865536,2540521.42952566
277932880,amenity=fuel,-733713.867528041,2542887.17332059
277953439,amenity=fuel,-754453.983311674,2552765.19597361
277954661,amenity=fuel,-751880.042516931,2550867.6439423
278216483,amenity=hospital,-732230.064381033,2545481.55231625
278394216,amenity=fuel,-739511.368043527,2543719.52595903
278394660,amenity=fuel,-732253.380885557,2543555.42020477
278953244,shop=supermarket,-726015.367220003,2516169.7487456
278953259,"amenity=cinema,name:en=The Grand",-726002.114025287,2515953.20245964
279077672,"amenity=bus_station,name:en=Kowloon Railway Station",-725933.392982324,2516127.85444878
280038335,amenity=parking,-328303.690424309,4479872.75530021
280038336,amenity=parking,-328345.742789626,4479852.43851724
280160653,"amenity=fuel,name:en=PetroChina",-797751.96195511,2618629.35906518
280435189,amenity=grave_yard,-719859.905225359,2523901.061109
280447308,amenity=bus_station,-342937.091784932,4477697.17244938
281141959,amenity=parking,-338585.807498719,4475375.02482024
281194617,amenity=cafe,-331399.439120516,4657860.32020159
281194814,amenity=cafe,-330127.102535941,4655114.52851808
281649913,amenity=shelter,-728442.111764473,2512017.49733653
281862709,"amenity=post_office,name:en=Sheung Wan Post Office",-727441.523441278,2514212.66647626
281923955,"amenity=fast_food,name:en=San Yuan Mei Yuan Milk Shop",-327482.230047816,4478311.53625526
281924311,amenity=parking,-327803.913859992,4478132.61786845
281924314,amenity=parking,-327824.821075148,4478130.54345792
281925692,amenity=bank,-328052.785580739,4478099.91452181
281925699,amenity=fast_food,-328051.105265991,4478089.51265641
283334059,amenity=cafe,-341039.205016736,4472928.43771933
283642095,"amenity=school,name:en=No. 9 Middle School",-341920.649775856,4468946.97737924
285042905,amenity=parking,-340761.571477231,4473433.75756779
285042998,amenity=toilets,-340779.900429458,4473414.21759489
285745913,amenity=drinking_water,-727691.043116833,2513924.02930626
285752306,amenity=school,-727627.703866914,2513902.90795268
285752371,amenity=school,-727724.955024852,2513937.90879293
286242547,amenity=toilets,-337509.160652986,4476645.30586985
286251975,"amenity=parking,name:en=Beijing Botanic Garden Parking",-337312.151321816,4475123.75752006
286279166,"shop=convenience,name:en=Dong Shang Shop",-327613.894866118,4480460.97798947
286279253,"shop=supermarket,name:en=AnNingZhuang Mei Lian Mei Supermarket",-326826.621823948,4480194.56687691
286279448,"amenity=post_office,name:en=Shang Di Post Office",-328225.628326089,4478152.86971576
286279459,amenity=parking,-328196.299447879,4478123.21926913
286633590,amenity=post_box,-728533.533786228,2513671.55834751
287295861,amenity=police,-361679.039693747,4626983.65474404
287637922,amenity=place_of_worship,-296447.114346166,4625577.38116349
287637960,amenity=police,-287941.236135868,4600772.47948762
288135362,"amenity=place_of_worship,name:en=Rongbuk Monastery",-3510489.71534892,3841868.59115931
288368697,"shop=supermarket,name:en=Hua Lian Supermarket",-315150.738946047,4472431.5696549
288469184,amenity=parking,-329794.792342587,4480014.00832697
288737728,amenity=shelter,-729180.279800781,2513558.95312858
288737731,amenity=shelter,-729044.203681041,2513395.15724859
288737732,amenity=bench,-729051.660526466,2513346.10554582
288737734,amenity=shelter,-728994.053161168,2513167.15162196
288737735,amenity=shelter,-728962.239297001,2513142.76550591
288737736,amenity=shelter,-728903.822943941,2513097.98467693
288737741,"amenity=toilets,name:en=Hatton Road Public Toilet",-728761.442465206,2512788.13005316
288737746,amenity=toilets,-729076.339777089,2513520.98865401
288745329,"shop=supermarket,name:en=Wellcome",-727404.578072058,2513695.38314975
288996270,"amenity=bus_station,name:en=Island Harbourview",-726338.387909202,2517868.61887424
288996425,"amenity=bus_station,name:en=Olympic Railway Station",-726067.126371569,2517745.82097496
289094945,shop=convenience,-328421.544859271,4478799.5897335
289095054,shop=kiosk,-327928.244041495,4478453.10669667
289394668,"amenity=restaurant,name:en=Dianchi Yijia Restaurant",-328125.834031561,4478630.02517874
289550531,amenity=toilets,-726906.282754383,2513501.91719113
289558548,"amenity=bus_station,name:en=Central (Exchange Square)",-726682.102034692,2513839.25359903
289558558,"amenity=bus_station,name:en=Central (City Hall)",-726394.634960335,2513631.49924714
289841016,"amenity=cinema,name:en=AMC Festival Walk",-724484.65231642,2519772.40451081
289841076,"amenity=bus_station,name:en=Yau Yat Tsuen (Festival Walk)",-724389.447847125,2519617.85646177
290330442,"amenity=bus_station,name:en=Wan Chai (HKCEC Extension)",-724970.105270182,2513707.94101099
290597856,"amenity=restaurant,name:en=Kongyiji Restaurant",-323298.728930134,4467733.78114536
290597968,amenity=police,-327988.274823384,4478342.72737006
290597974,amenity=post_box,-327988.464269392,4478343.05233536
290598147,amenity=parking,-327713.818646066,4478567.99711919
290598158,amenity=parking,-327656.245824704,4478543.45861354
290598242,amenity=parking,-327468.287159002,4478376.2191846
290598537,amenity=parking,-328029.739513187,4478023.07943984
290598799,amenity=toilets,-323870.882479973,4468303.010985
290598899,amenity=toilets,-323304.457546233,4467747.57069093
290599918,amenity=toilets,-322823.584661307,4466874.87484542
290600755,"amenity=bus_station,name:en=Shangdi Roundabout South Station",-328141.022073281,4478350.04792193
290600874,"amenity=cafe,name:en=Mini Station Milktea",-326641.692578703,4473696.76676341
290651786,amenity=ferry_terminal,-726566.049227074,2514277.04759266
290667430,"amenity=police,name:en=Sok Kwu Wan Police Post",-730136.893771912,2505228.51954422
290667431,"amenity=clinic,name:en=Sok Kwu Wan General Out-patient Clinic",-730133.602592855,2505241.82672233
290667432,"amenity=place_of_worship,name:en=Tin Hau Temple",-730212.977425493,2505035.5153608
290667443,"amenity=toilets,name:en=Lo So Shing Village Public Toilet",-730855.83780573,2505160.50882819
290667444,amenity=telephone,-731048.598295462,2505174.62077629
290667449,amenity=bench,-731049.029756559,2505164.28871648
290667460,amenity=toilets,-731046.371380005,2505185.00248939
290667463,amenity=shower,-731046.663734396,2505199.3530367
290667464,"amenity=place_of_worship,name:en=Tin Hau Temple",-732086.848288011,2507541.28303143
290667465,"amenity=hospital,name:en=North Lamma General Out-patient Clinic",-732099.279267581,2507525.44399541
290667466,"amenity=cafe,name:en=Bookworm Cafe",-732063.976919419,2507581.96991634
290667467,"amenity=restaurant,name:en=Lancomb Seafood",-732032.088916525,2507666.54083216
290667471,"amenity=restaurant,name:en=Deli Lamma",-732027.524658645,2507709.16110196
290667472,"amenity=bank,name:en=HSBC",-732034.983398751,2507773.07653587
290667473,amenity=police,-732040.112684562,2507770.72362559
290667480,"amenity=toilets,name:en=Sok Kwu Wan Public Toilet",-730123.935537711,2505284.32220757
290667487,"amenity=toilets,name:en=Yung Shue Wan Public Toilet",-732075.04283194,2507811.20453965
290667488,amenity=toilets,-731201.275056147,2506816.86042144
290667504,"amenity=toilets,name:en=Man Yiu Street Public Toilet",-726369.629302411,2514026.79904346
290952837,"amenity=restaurant,name:en=Jinbaiwan Restaurant",-327647.120694893,4480955.24914704
290952840,"shop=convenience,name:en=Aiyigou Convenient Store",-327652.088897585,4480965.10002568
290953000,shop=convenience,-328116.275143434,4479067.22688157
291156593,"amenity=fire_station,name:en=Ap Lei Chau Fire Station",-727628.00621931,2509316.86285034
291158210,"amenity=toilets,name:en=Fu Tso Tsuen Public Toilet",-742591.752908478,2536535.46303979
291158245,"amenity=toilets,name:en=Tai Kei Leng Public Toilet",-738455.564745743,2531670.2034847
291158246,"amenity=toilets,name:en=Ma Tin Tsuen Public Toilet",-739266.707793752,2532512.50165598
291190515,amenity=post_box,-717136.188083284,2510644.73023558
291955611,amenity=place_of_worship,-69439.7154967224,3360400.91188429
291963419,shop=supermarket,-727601.014492167,2514137.27708035
291963428,"shop=supermarket,name:en=Wellcome",-727619.356518308,2514150.01911539
292599854,amenity=bus_station,-350637.874032595,4529324.63817415
292647673,"shop=convenience,name:en=Quik",-65845.6970155983,3366094.67765278
293036283,amenity=fuel,-351779.083979096,4536074.75314264
293063619,"amenity=toilets,name:en=Chek Keng Public Toilet",-705147.462378816,2527767.33647207
293063635,amenity=toilets,-704565.534647194,2524647.3715554
293063649,"amenity=toilets,name:en=Sai Wan Site (1) Public Toilet",-703505.912354741,2524923.48691316
293063694,amenity=restaurant,-702752.398780657,2526322.76001209
293141186,amenity=parking,-710965.174080011,2524855.01066203
293141188,amenity=restaurant,-710959.444640745,2524898.82567914
